Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
2765360000,2091193000,3369258000,353175000,4276434000,1797892000,297751000,-674167000,971918000,0.00,Nível_1,45.83,Materiais_Básicos,Siderurgia,FESA4
2003861000,2185557000,1690841000,84909000,4576479000,2307959000,498306000,181696000,316610000,0.00,Novo_Mercado,62.91,Consumo_Cíclico,Incorporações,MDNE3
372750467000,372750467000,208547000000,10784548000,2877420000000,2696898000000,,,32177000000,80.00,Nível_1,52.98,Financeiro,Bancos,ITUB3
1804596000,2554373000,1451793000,382329000,4338669000,1499516000,1387990000,749777000,638213000,100.00,Nível_1,28.41,Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,MATD3
89021000,1513911000,2002085000,6728000,5154481000,3036365000,1627052000,1424890000,202162000,100.00,Novo_Mercado,99.82,Consumo_Cíclico,Incorporações,GFSA3
1926211000,4533770000,3163243000,144177000,10129697000,6346581000,4044183000,2607559000,1436624000,100.00,Novo_Mercado,99.76,Bens_Industriais,Material_Rodoviário,TUPY3
1418000000,1620417000,1896158000,200000000,5127147000,3920508000,1125729000,202417000,923312000,100.00,Novo_Mercado,97.15,Consumo_Cíclico,Incorporações,EVEN3
1625859000,2252218000,1542863000,364542000,4659040000,994728000,1282338000,626359000,655979000,100.00,Nível_1,12.39,Consumo_Cíclico,Serviços_Educacionais,CSED3
2482207000,3193157000,1563364000,199534000,3827977000,2833339000,849037000,710950000,138087000,100.00,Novo_Mercado,37.00,Consumo_Cíclico,Incorporações,LAVV3
1491644000,1727051000,1265577000,362049000,2304204000,554638000,552619000,235407000,317212000,100.00,Nível_1,24.96,Telecomunicações,Telecomunicações,FIQE3
1276060000,1373682000,642431000,159907000,2445103000,556281000,402390000,97622000,304768000,100.00,Novo_Mercado,47.07,Financeiro,Corretoras_de_Seguros,WIZC3
1090271000,1669036000,1314456000,128721000,3377912000,952940000,829748000,578765000,250983000,100.00,Novo_Mercado,40.60,Consumo_Cíclico,Serviços_Educacionais,SEER3
4308469000,5277923000,1402852000,82950000,4045501000,1366939000,1902227000,969454000,932773000,100.00,Novo_Mercado,55.82,Utilidade_Pública,Água_e_Saneamento,ORVR3
1382485000,1382485000,1165009000,223821000,30050215000,27091662000,,,45774000,100.00,Nível_2,25.11,Financeiro,Bancos,PINE4
2159903000,2365840000,2266033000,179393000,3470558000,1625863000,503859000,205937000,297922000,100.00,Nível_1,16.55,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,BLAU3
1475120000,8100619000,1819294000,286431000,12228958000,4527230000,8019469000,6625499000,1393970000,100.00,Novo_Mercado,22.06,Bens_Industriais,Transporte_Rodoviário,JSLG3
524471000,1522625000,248654000,140986000,3625763000,1258454000,1284820000,998154000,286666000,100.00,Novo_Mercado,100.00,Bens_Industriais,Produtos_para_Construção,PTBL3
1289739000,2540062000,916790000,199959000,2809573000,869810000,1552037000,1250323000,301714000,100.00,Nível_1,37.82,Utilidade_Pública,Água_e_Saneamento,OPCT3
374576000,1829679000,2006511000,103188000,5204727000,563356000,1645381000,1455103000,190278000,100.00,Nível_1,47.14,Financeiro,Intermediação_Imobiliária,HBRE3
702680000,1064920000,340311000,46720000,1429335000,806837000,730136000,362240000,367896000,100.00,Novo_Mercado,94.42,Bens_Industriais,Serviços_Diversos,PRNR3
744632000,784978000,1069819000,206269000,2596784000,1938031000,439029000,40346000,398683000,100.00,Novo_Mercado,92.04,Consumo_Cíclico,Incorporações,MELK3
960990000,1822419000,1472331000,275355000,4243381000,904569000,1121237000,861429000,259808000,100.00,Novo_Mercado,38.45,Consumo_Cíclico,Restaurante_e_Similares,ZAMP3
3627023000,4808095000,739079000,135539000,3732397000,2295126000,1389945000,1181072000,208873000,100.00,Novo_Mercado,39.00,Consumo_Cíclico,Automóveis_e_Motocicletas,LEVE3
1473699000,2501258000,1234102000,150377000,3326445000,1914041000,1221611000,1027559000,194052000,0.00,Tradicional,47.41,Saúde,Medicamentos_e_Outros_Produtos,PNVL3
948405000,1792679000,1336385000,123812000,5370605000,3738630000,1090840000,844274000,246566000,100.00,Novo_Mercado,73.46,Saúde,Medicamentos_e_Outros_Produtos,PFRM3
-,-450544000,807141000,314987000,15480372000,15333387000,,,450544000,100.00,Nível_2,44.99,Financeiro,Bancos,BRBI11
1235181000,2886677000,1538276000,438007000,4098291000,635960000,2002147000,1651496000,350651000,100.00,Nível_1,20.04,Telecomunicações,Telecomunicações,BRST3
34300000,1019560000,-758373000,35361000,1232160000,186900000,1007110000,985260000,21850000,100.00,Novo_Mercado,99.89,Tecnologia_da_Informação,Programas_e_Serviços,SEQL3
365037000,994044000,871729000,361423000,2227081000,1033177000,812361000,629007000,183354000,100.00,Nível_1,52.20,Financeiro,Outros,ESPA3
1205549000,1603803000,1534996000,186617000,3292028000,2862338000,965427000,398254000,567173000,100.00,Novo_Mercado,38.37,Consumo_Cíclico,Incorporações,TRIS3
1795841000,3886081000,3740220000,87859000,7166963000,1512564000,2370934000,2090240000,280694000,100.00,Novo_Mercado,57.32,Financeiro,Exploração_de_Imóveis,LOGG3
9341172000,10698056000,4175411000,1136271000,9494733000,5717711000,3311553000,1356884000,1954669000,100.00,Nível_2,76.12,Bens_Industriais,Material_Rodoviário,POMO3
1690739000,1751605000,1742327000,81836000,2863658000,1412082000,573385000,60866000,512519000,100.00,Novo_Mercado,95.08,Bens_Industriais,Serviços_Diversos,VLID3
22507843000,50393259000,10192494000,6179682000,60335243000,15144906000,35968169000,27885416000,8082753000,100.00,Nível_2,63.92,Materiais_Básicos,Papel_e_Celulose,KLBN3
41291000,41287000,-23642000,31822000,41658000,13921000,-,-4000,4000,0.00,Tradicional,61.28,Bens_Industriais,Material_Rodoviário,RCSL3
369709000,1013880000,1292895000,372183000,3026411000,277677000,731574000,644171000,87403000,100.00,Nível_2,23.70,Utilidade_Pública,Energia_Elétrica,RNEW4
1364533000,3157812000,2736285000,134172000,5946304000,950109000,2351921000,1793279000,558642000,100.00,Novo_Mercado,0.00,Consumo_Cíclico,Serviços_Educacionais,VTRU3
110854000,5353738000,-6658139000,80329000,1559819000,342941000,5280123000,5242884000,37239000,100.00,Novo_Mercado,100.00,Materiais_Básicos,Artefatos_de_Cobre,PMAM3
9793710000,9510823000,8140166000,339000000,12704185000,5910532000,1871544000,-282887000,2154431000,100.00,Novo_Mercado,19.58,Consumo_não_Cíclico,Alimentos_Diversos,MDIA3
10422280000,15724029000,11784306000,1511205000,24914480000,2970923000,6698072000,5301749000,1396323000,100.00,Nível_2,79.97,Utilidade_Pública,Água_e_Saneamento,SAPR3
2109117000,3700121000,2169898000,102683000,3971666000,1253482000,1672225000,1591004000,81221000,100.00,Novo_Mercado,62.15,Consumo_não_Cíclico,Agricultura,AGRO3
14657323000,14779971000,510935000,946244000,822781000,562662000,146322000,122648000,23674000,0.00,Novo_Mercado,5.66,Consumo_Cíclico,Vestuário,TFCO4
709482000,856987000,601557000,150314000,910741000,530450000,211112000,147505000,63607000,100.00,Nível_1,31.87,Consumo_não_Cíclico,Agricultura,VITT3
415231000,3169653000,2241003000,37886000,8630074000,4835201000,3028050000,2754422000,273628000,100.00,Novo_Mercado,0.00,Consumo_Cíclico,Automóveis_e_Motocicletas,AMOB3
700644000,1228884000,1221272000,93170000,2509206000,1498555000,774712000,528240000,246472000,100.00,Novo_Mercado,53.55,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,ROMI3
257798000,1883979000,-63526000,62120000,2044103000,750573000,1693749000,1626181000,67568000,100.00,Nível_1,57.08,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,AERI3
605878000,1268495000,289343000,513456000,2018171000,526997000,672865000,662617000,10248000,0.10,Novo_Mercado,46.13,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,AMAR3
937134000,947007000,1014217000,109310000,1577581000,1015989000,237182000,9873000,227309000,100.00,Tradicional,99.67,Materiais_Básicos,Petroquímicos,DEXP3
6406434000,7464060000,2809925000,113173000,7539380000,3075524000,2805160000,1057626000,1747534000,0.00,Tradicional,55.28,Materiais_Básicos,Químicos_Diversos,UNIP6
923846000,2045008000,1386656000,115625000,3994975000,953692000,1787172000,1121162000,666010000,100.00,Nível_1,31.01,Telecomunicações,Telecomunicações,DESK3
114845000,613836000,319278000,73619000,1147146000,339408000,572618000,498991000,73627000,100.00,Novo_Mercado,61.24,Consumo_Cíclico,Incorporações,TCSA3
34771675000,47056755000,28473167000,2861781000,63411229000,13612195000,15263937000,12285080000,2978857000,80.00,Nível_1,81.34,Utilidade_Pública,Energia_Elétrica,CMIG3
11426025000,20837853000,7612368000,1033496000,21504866000,3198267000,10308711000,9411828000,896883000,100.00,Nível_2,63.44,Utilidade_Pública,Energia_Elétrica,TAEE4
116060599000,120171599000,89574000000,10993810000,114124000000,13025000000,11434000000,4111000000,7323000000,80.00,Nível_1,65.74,Financeiro,Holdings_Diversificadas,ITSA3
253283000,398823000,826833000,61776000,1359088000,549632000,155596000,145540000,10056000,100.00,Nível_1,98.69,Bens_Industriais,Produtos_para_Construção,ETER3
389776000,332007000,307565000,42275000,385877000,193730000,2606000,-57769000,60375000,0.00,Tradicional,49.84,Consumo_Cíclico,Calçados,CAMB3
657582000,1896905000,350870000,217024000,2606990000,558443000,1562997000,1239323000,323674000,100.00,Novo_Mercado,40.85,Bens_Industriais,Serviços_Diversos,ALPK3
212478000,141906000,242580000,147554000,403897000,120111000,-,-70572000,70572000,100.00,Tradicional,70.66,Financeiro,Intermediação_Imobiliária,LPSB3
6033963000,5739902000,8768448000,393096000,8818001000,294544000,-,-294061000,294061000,80.00,Nível_1,71.57,Financeiro,Holdings_Diversificadas,BRAP3
98928538000,98928538000,122271222000,7498531000,1240333567000,264400814000,,,24371817000,100.00,Nível_1,9.88,Financeiro,Bancos,SANB4
6532196000,5968861000,2227523000,1502786000,9973677000,6749226000,1814843000,-563335000,2378178000,0.00,Tradicional,100.00,Consumo_Cíclico,Eletrodomésticos,WHRL4
6257378000,8026199000,4177323000,1214491000,7791679000,1940835000,3367008000,1768821000,1598187000,0.00,Tradicional,55.81,Financeiro,Exploração_de_Imóveis,IGTI3
182583000,175242000,36928000,47609000,51611000,18457000,-,-7341000,7341000,0.00,Tradicional,11.43,Financeiro,Outros,FICT3
98928538000,98928538000,122271222000,7498531000,1240333567000,264400814000,,,24371817000,100.00,Nível_1,9.88,Financeiro,Bancos,SANB3
1641951000,2190493000,2727993000,92619000,4749923000,1756839000,919950000,548542000,371408000,0.00,Nível_1,56.01,Materiais_Básicos,Madeira,EUCA4
193760000,-99411000,293687000,50855000,313039000,305396000,725000,-293172000,293897000,100.00,Novo_Mercado,30.40,Bens_Industriais,Serviços_Diversos,REAG3
369709000,1013880000,1292895000,372183000,3026411000,277677000,731574000,644171000,87403000,100.00,Nível_2,23.70,Utilidade_Pública,Energia_Elétrica,RNEW3
11426025000,20837853000,7612368000,1033496000,21504866000,3198267000,10308711000,9411828000,896883000,100.00,Nível_2,63.44,Utilidade_Pública,Energia_Elétrica,TAEE3
22350202000,28706612000,1093325000,1670418000,16918392000,7328510000,11041297000,6356410000,4684887000,100.00,Novo_Mercado,33.34,Utilidade_Pública,Água_e_Saneamento,AMBP3
197659000,144416000,-7433374000,67691000,10287823000,9817361000,-,-53243000,53243000,0.00,Tradicional,33.27,Petróleo._Gás_e_Biocombustíveis,Exploração._Refino_e_Distribuição,RPMG3
79469000,318643000,117903000,79469000,644043000,385604000,305679000,239174000,66505000,0.00,Tradicional,44.31,Financeiro,Serviços_Financeiros_Diversos,PDTC3
273825000,359751000,332505000,22500000,630349000,252398000,97561000,85926000,11635000,0.00,Tradicional,59.77,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,EALT4
6519358000,42784358000,-3805000000,797207000,91303000000,30743000000,46569000000,36265000000,10304000000,100.00,Nível_1,34.97,Materiais_Básicos,Petroquímicos,BRKM3
8947003000,18049573000,19373882000,993705000,86914266000,33366538000,18090359000,9102570000,8987789000,100.00,Nível_1,70.19,Materiais_Básicos,Siderurgia,GOAU3
31532050000,40648559000,54922968000,2028194000,86854070000,33306852000,18090359000,9116509000,8973850000,100.00,Nível_1,58.69,Materiais_Básicos,Siderurgia,GGBR3
307209000,569032000,944000,260509000,921921000,497143000,377859000,261823000,116036000,0.00,Tradicional,100.00,Consumo_não_Cíclico,Produtos_de_Limpeza,BOBR4
227206000,230229000,902299000,50602000,1893442000,620355000,34022000,3023000,30999000,0.10,Novo_Mercado,32.87,Saúde,Medicamentos_e_Outros_Produtos,DMVF3
237298000,123943000,441259000,9140000,594134000,213419000,18507000,-113355000,131862000,100.00,Novo_Mercado,43.09,Tecnologia_da_Informação,Programas_e_Serviços,NGRD3
615284000,1223035000,1274569000,126634000,2563359000,1480437000,802129000,607751000,194378000,100.00,Nível_2,59.85,Bens_Industriais,Armas_e_Munições,TASA3
423101000,453811000,417855000,64106000,688254000,456563000,97188000,30710000,66478000,100.00,Novo_Mercado,38.44,Consumo_Cíclico,Acessórios,TECN3
656525000,978573000,1059074000,118292000,2878610000,742340000,438469000,322048000,116421000,100.00,Novo_Mercado,6.19,Saúde,Serviços_Médicos._Hospitalares._Análises_e_Diagnósticos,AALR3
3317432000,8733514000,5245554000,119202000,15178531000,3042076000,5600630000,5416082000,184548000,0.00,Tradicional,36.51,Utilidade_Pública,Energia_Elétrica,COCE5
747384000,727311000,493056000,41800000,708924000,205453000,57980000,-20073000,78053000,100.00,Novo_Mercado,44.32,Bens_Industriais,Serviços_Diversos,CSUD3
52896000,231353000,121242000,43716000,503978000,144657000,180813000,178457000,2356000,100.00,Novo_Mercado,82.71,Petróleo._Gás_e_Biocombustíveis,Equipamentos_e_Serviços,LUPA3
23323909000,52420597000,18226858000,2289424000,79416800000,17857182000,37814302000,29096688000,8717614000,100.00,Nível_2,71.31,Utilidade_Pública,Energia_Elétrica,ENGI3
86573000,159916000,184099000,66086000,378719000,106246000,112144000,73343000,38801000,100.00,Novo_Mercado,43.14,Consumo_Cíclico,Móveis,UCAS3
968043000,995001000,732067000,96226000,922242000,32057000,43563000,26958000,16605000,100.00,Novo_Mercado,54.36,Consumo_não_Cíclico,Agricultura,LAND3
211659000,-65552000,-1116516000,53857000,3396446000,2547516000,38097000,-277212000,315309000,100.00,Novo_Mercado,10.02,Materiais_Básicos,Fertilizantes_e_Defensivos,FHER3
745662000,959035000,1499159000,94507000,3335841000,2399398000,450403000,213373000,237030000,100.00,Novo_Mercado,29.32,Telecomunicações,Telecomunicações,ALLD3
943756000,-426028000,1553866000,93597000,4171620000,2061528000,8310000,-1369785000,1378095000,0.00,Tradicional,3.43,Telecomunicações,Telecomunicações,TELB4
40852000,9610000,128624000,6741000,400055000,231880000,64409000,-31242000,95651000,100.00,Novo_Mercado,49.34,Consumo_Cíclico,Produção_de_Eventos_e_Shows,SHOW3
9988952000,19067607000,8570256000,988880000,31334837000,6556473000,12775075000,9078655000,3696420000,100.00,Nível_2,34.43,Utilidade_Pública,Energia_Elétrica,ALUP4
3990791000,3936006000,6691275000,56058000,56724338000,20381734000,,,54785000,0.00,Tradicional,2.99,Financeiro,Bancos,BAZA3
199162000,67193000,644725000,64663000,1438122000,710300000,-,-131969000,131969000,100.00,Nível_1,32.77,Telecomunicações,Telecomunicações,LVTC3
194757000,10042813000,-14660023000,330121000,19644491000,5242607000,11291004000,9848056000,1442948000,80.00,Nível_1,90.04,Telecomunicações,Telecomunicações,OIBR4
68507000,995572000,-1449448000,44605000,932845000,96883000,927512000,927065000,447000,0.00,Tradicional,85.61,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,INEP3
291353000,267406000,186935000,40021000,228714000,121268000,27000,-23947000,23974000,100.00,Nível_1,25.54,Telecomunicações,Telecomunicações,TRAD3
37878000,47488000,43263000,13244000,136774000,100668000,15426000,9610000,5816000,100.00,Tradicional,24.56,Materiais_Básicos,Fertilizantes_e_Defensivos,NUTR3
1142044000,1882626000,1528951000,57737000,2893655000,773190000,1066132000,740582000,325550000,0.10,Nível_1,38.65,Financeiro,Exploração_de_Imóveis,SCAR3
2731896000,2731896000,2362681000,315912000,38914230000,29129246000,,,8115448000,100.00,Tradicional,4.59,Financeiro,Bancos,BEES3
159280000,1466582000,875895000,44000000,2649065000,187599000,1350140000,1307302000,42838000,100.00,Novo_Mercado,42.11,Bens_Industriais,Exploração_de_Rodovias,TPIS3
524151000,355399000,949228000,20082000,1304535000,575911000,-,-168752000,168752000,100.00,Tradicional,56.04,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,CGRA4
9024802000,15844802000,2333000000,193759000,12292000000,3208000000,7408000000,6820000000,588000000,0.00,Tradicional,0.32,Utilidade_Pública,Energia_Elétrica,EKTR4
100629000,1353581000,-2009675000,16969000,3488816000,1723009000,1504664000,1252952000,251712000,100.00,Nível_1,37.28,Consumo_não_Cíclico,Agricultura,AGXY3
68507000,995572000,-1449448000,44605000,932845000,96883000,927512000,927065000,447000,0.00,Tradicional,85.61,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,INEP4
9988952000,19067607000,8570256000,988880000,31334837000,6556473000,12775075000,9078655000,3696420000,100.00,Nível_2,34.43,Utilidade_Pública,Energia_Elétrica,ALUP3
3355120000,3187735000,3858141000,363046000,68816798000,62441141000,,,167385000,0.00,Tradicional,11.55,Financeiro,Bancos,BSLI3
901843000,932424000,238009000,126841000,417966000,197762000,107596000,30581000,77015000,0.00,Tradicional,56.32,Saúde,Medicamentos_e_Outros_Produtos,BIOM3
66278000,63288000,40889000,14860000,56747000,6445000,-,-2990000,2990000,0.00,Tradicional,12.92,Financeiro,Holdings_Diversificadas,EPAR3
669182000,981010000,1045955000,114000000,1679929000,517712000,345344000,311828000,33516000,100.00,Novo_Mercado,96.56,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,VSTE3
26472000,27505000,142168000,38366000,278798000,118084000,20670000,1033000,19637000,100.00,Novo_Mercado,99.37,Consumo_Cíclico,Incorporações,VIVR3
291488000,432953000,529743000,48046000,1063020000,594884000,386759000,141464000,245294000,80.00,Tradicional,66.52,Consumo_Cíclico,Fios_e_Tecidos,PTNT4
2134370000,9374046000,3056777000,329330000,17465355000,9104660000,8965671000,7239676000,1725995000,80.00,Nível_1,60.10,Bens_Industriais,Material_Rodoviário,RAPT3
211855933000,211855933000,63703322000,11506119000,545461564000,473688143000,,,1375548000,0.10,Nível_1,29.94,Financeiro,Bancos,BPAC5
3919063000,3919063000,2069559000,104831000,29803895000,21859458000,,,5844723000,0.00,Tradicional,46.32,Financeiro,Bancos,BMEB4
2731896000,2731896000,2362681000,315912000,38914230000,29129246000,,,8115448000,100.00,Tradicional,4.59,Financeiro,Bancos,BEES4
96308000,143411000,-245402000,13283000,222039000,106592000,98211000,47103000,51108000,100.00,Nível_1,29.51,Financeiro,Outros,DOTZ3
3355120000,3187735000,3858141000,363046000,68816798000,62441141000,,,167385000,0.00,Tradicional,11.55,Financeiro,Bancos,BSLI4
7901000,7149927000,-8900601000,3148000,1396709000,18512000,7152330000,7142026000,10304000,100.00,Novo_Mercado,50.58,Petróleo._Gás_e_Biocombustíveis,Equipamentos_e_Serviços,OSXB3
1382485000,1382485000,1165009000,223821000,30050215000,27091662000,,,45774000,100.00,Nível_2,25.11,Financeiro,Bancos,PINE3
2655058000,4044546000,1045703000,107058000,3962692000,1082393000,1685107000,1389488000,295619000,100.00,Novo_Mercado,24.26,Bens_Industriais,Transporte_Hidroviário,LOGN3
164827000,125667000,250920000,6072000,416670000,235610000,15500000,-39160000,54660000,0.00,Tradicional,23.31,Bens_Industriais,Material_Rodoviário,RSUL4
943756000,-426028000,1553866000,93597000,4171620000,2061528000,8310000,-1369785000,1378095000,0.00,Tradicional,3.43,Telecomunicações,Telecomunicações,TELB3
18231000,290379000,-95439000,12318000,785887000,719833000,278904000,272148000,6756000,0.00,Tradicional,0.82,Consumo_Cíclico,Incorporações,JFEN3
4730370000,4730370000,10833866000,408974000,156338226000,146627096000,,,3435018000,80.00,Nível_1,50.61,Financeiro,Bancos,BRSR3
23323909000,52420597000,18226858000,2289424000,79416800000,17857182000,37814302000,29096688000,8717614000,100.00,Nível_2,71.31,Utilidade_Pública,Energia_Elétrica,ENGI4
12294874000,16956963000,4674066000,2213527000,17935501000,5693219000,6807938000,4662089000,2145849000,0.00,Tradicional,2.12,Utilidade_Pública,Energia_Elétrica,EQPA3
6532196000,5968861000,2227523000,1502786000,9973677000,6749226000,1814843000,-563335000,2378178000,0.00,Tradicional,100.00,Consumo_Cíclico,Eletrodomésticos,WHRL3
318387000,813063000,-134409000,195330000,1373722000,529085000,704921000,494676000,210245000,100.00,Novo_Mercado,21.36,Consumo_Cíclico,Incorporações,AVLL3
1666951000,1089227000,1076041000,72081000,1480516000,795141000,-,-577724000,577724000,0.00,Tradicional,19.85,Utilidade_Pública,Energia_Elétrica,CEBR5
47359000,-51985000,218842000,11091000,294382000,170049000,7761000,-99345000,107106000,100.00,Nível_1,99.66,Consumo_Cíclico,Utensílios_Domésticos,WEST3
3904482000,7701551000,3876464000,38571000,12998858000,3671456000,4173420000,3797069000,376351000,0.10,Nível_2,75.46,Utilidade_Pública,Energia_Elétrica,CLSC4
211855933000,211855933000,63703322000,11506119000,545461564000,473688143000,,,1375548000,100.00,Nível_1,29.94,Financeiro,Bancos,BPAC3
1666951000,1089227000,1076041000,72081000,1480516000,795141000,-,-577724000,577724000,0.00,Tradicional,19.85,Utilidade_Pública,Energia_Elétrica,CEBR3
369709000,1013880000,1292895000,372183000,3026411000,277677000,731574000,644171000,87403000,100.00,Nível_2,23.70,Utilidade_Pública,Energia_Elétrica,RNEW11
465384000,369492000,586901000,29018000,907091000,567957000,8003000,-95892000,103895000,0.00,Tradicional,28.36,Materiais_Básicos,Químicos_Diversos,CRPG5
170648000,718715000,20798000,5783000,721065000,289179000,567592000,548067000,19525000,0.00,Tradicional,49.03,Materiais_Básicos,Artefatos_de_Ferro_e_Aço,MGEL4
1189036000,1447793000,657578000,53949000,1328002000,833913000,406356000,258757000,147599000,100.00,Novo_Mercado,42.94,Saúde,Medicamentos_e_Outros_Produtos,OFSA3
10976431000,26057431000,8461000000,262096000,31978000000,5329000000,15533000000,15081000000,452000000,0.00,Tradicional,1.01,Utilidade_Pública,Energia_Elétrica,CEEB3
6077434000,5897421000,4133329000,683062000,6194674000,3031060000,684564000,-180013000,864577000,80.00,Nível_1,27.74,Consumo_Cíclico,Calçados,ALPA3
22491000,198689000,230512000,25260000,632088000,192847000,209949000,176198000,33751000,0.00,Tradicional,56.36,Consumo_Cíclico,Fios_e_Tecidos,CTSA4
524151000,355399000,949228000,20082000,1304535000,575911000,-,-168752000,168752000,100.00,Tradicional,56.04,Consumo_Cíclico,Tecidos._Vestuário_e_Calçados,CGRA3
6406434000,7464060000,2809925000,113173000,7539380000,3075524000,2805160000,1057626000,1747534000,80.00,Tradicional,55.28,Materiais_Básicos,Químicos_Diversos,UNIP3
592958000,592958000,832101000,18558000,12372778000,11682122000,,,89875000,100.00,Tradicional,8.54,Financeiro,Bancos,BGIP4
2846363000,2598972000,1262988000,36947000,2195449000,641537000,-,-247391000,247391000,0.00,Tradicional,60.06,Utilidade_Pública,Energia_Elétrica,EMAE4
9692000,1311000,-50521000,2655000,36116000,20513000,1307000,-8381000,9688000,100.00,Novo_Mercado,39.11,Financeiro,Exploração_de_Imóveis,NEXP3
213156000,169230000,130425000,5222000,189876000,101279000,836000,-43926000,44762000,0.00,Tradicional,28.89,Consumo_não_Cíclico,Carnes_e_Derivados,BAUH4
16554167000,23814728000,1715477000,132520000,14392431000,3939588000,8598696000,7260561000,1338135000,0.00,Nível_1,0.86,Utilidade_Pública,Gás,CGAS5
16651204000,28932997000,20601977000,658883000,43946662000,6605421000,14112054000,12281793000,1830261000,80.00,Nível_1,64.18,Utilidade_Pública,Energia_Elétrica,ISAE3
179291000,118189000,181542000,9800000,287483000,209667000,22289000,-61102000,83391000,0.00,Tradicional,34.89,Saúde,Equipamentos,BALM4
2826000,2825000,-6470000,918000,774000,1000,-,-1000,1000,0.00,Tradicional,3.89,Financeiro,Outros,MAPT4
227913000,227935000,-300501000,7100000,380495000,214596000,86000,22000,64000,0.00,Tradicional,42.32,Consumo_não_Cíclico,Carnes_e_Derivados,MNPR3
1666951000,1089227000,1076041000,72081000,1480516000,795141000,-,-577724000,577724000,0.00,Tradicional,19.85,Utilidade_Pública,Energia_Elétrica,CEBR6
3292259000,3359893000,1756413000,94433000,3558826000,745717000,656372000,67634000,588738000,0.00,Tradicional,3.81,Utilidade_Pública,Energia_Elétrica,GEPA4
91041000,587233000,194587000,43769000,1334680000,656846000,548227000,496192000,52035000,100.00,Novo_Mercado,34.36,Consumo_Cíclico,Incorporações,RDNI3
13548276000,27130987000,4365337000,2110323000,31875451000,8535134000,17469962000,13582711000,3887251000,0.00,Tradicional,0.25,Utilidade_Pública,Energia_Elétrica,REDE3
937134000,947007000,1014217000,109310000,1577581000,1015989000,237182000,9873000,227309000,100.00,Tradicional,99.67,Materiais_Básicos,Petroquímicos,DEXP4
716593000,684872000,909591000,18908000,1291302000,246071000,159131000,-31721000,190852000,0.00,Tradicional,49.58,Financeiro,Holdings_Diversificadas,PEAB4
22491000,198689000,230512000,25260000,632088000,192847000,209949000,176198000,33751000,0.00,Tradicional,56.36,Consumo_Cíclico,Fios_e_Tecidos,CTSA3
9024802000,15844802000,2333000000,193759000,12292000000,3208000000,7408000000,6820000000,588000000,0.00,Tradicional,0.32,Utilidade_Pública,Energia_Elétrica,EKTR3
408667000,355256000,1087490000,84682000,1091335000,55100000,-,-53411000,53411000,0.00,Nível_1,24.65,Financeiro,Serviços_Financeiros_Diversos,RPAD3
465384000,369492000,586901000,29018000,907091000,567957000,8003000,-95892000,103895000,0.00,Tradicional,28.36,Materiais_Básicos,Químicos_Diversos,CRPG3
547326000,5529945000,-3617835000,68254000,8252299000,2573007000,5710462000,4982619000,727843000,80.00,Nível_1,0.26,Utilidade_Pública,Energia_Elétrica,CEED3
81441000,49196000,-81020000,18372000,522192000,102363000,880000,-32245000,33125000,0.00,Tradicional,13.95,Consumo_Cíclico,Hotelaria,HOOT4
273825000,359751000,332505000,22500000,630349000,252398000,97561000,85926000,11635000,0.00,Tradicional,59.77,Bens_Industriais,Máquinas_e_Equipamentos_Industriais,EALT3
1470636000,927139000,990925000,12251000,2118864000,1279671000,669026000,-543497000,1212523000,0.00,Tradicional,4.60,Financeiro,Holdings_Diversificadas,MOAR3
16977000,-11537000,-51172000,11900000,67033000,59597000,20754000,-28514000,49268000,0.00,Tradicional,75.75,Bens_Industriais,Produtos_para_Construção,HAGA4
1641951000,2190493000,2727993000,92619000,4749923000,1756839000,919950000,548542000,371408000,80.00,Nível_1,56.01,Materiais_Básicos,Madeira,EUCA3
291488000,432953000,529743000,48046000,1063020000,594884000,386759000,141464000,245294000,80.00,Tradicional,66.52,Consumo_Cíclico,Fios_e_Tecidos,PTNT3
503335000,358805000,469617000,8789000,579784000,446427000,28131000,-144529000,172661000,0.00,Tradicional,34.76,Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,MTSA4
532349000,479189000,328504000,2947000,395876000,227332000,2508000,-53160000,55668000,0.00,Tradicional,31.65,Materiais_Básicos,Artefatos_de_Ferro_e_Aço,TKNO3
16554167000,23814728000,1715477000,132520000,14392431000,3939588000,8598696000,7260561000,1338135000,0.00,Nível_1,0.86,Utilidade_Pública,Gás,CGAS3
