Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
34.419.391.000,47.156.417.000,26.272.206.000,2.982.810.000,60.240.753.000,16.146.351.000,18.795.043.000,12.737.026.000,6.058.017.000,"100,00",Nível_2,"100,00",Utilidade_Pública,Energia_Elétrica,CPLE3
11.403.896.000,20.854.872.000,7.297.942.000,1.033.496.000,21.030.240.000,3.119.982.000,10.253.596.000,9.450.976.000,802.620.000,"100,00",Nível_2,"63,44",Utilidade_Pública,Energia_Elétrica,TAEE11
2.246.508.000,-1.343.508.000,5.640.000.000,372.555.000,26.841.000.000,8.455.000.000,9.983.000,-3.590.017.000,3.600.000.000,"100,00",Novo_Mercado,"99,81",Utilidade_Pública,Energia_Elétrica,LIGT3
3.876.344.000,4.714.538.000,4.463.790.000,293.440.000,7.454.930.000,1.573.770.000,1.856.030.000,838.194.000,1.017.836.000,"100,00",Nível_1,"93,96","Petróleo,_Gás_e_Biocombustíveis","Exploração,_Refino_e_Distribuição",RECV3
43.889.371.000,68.151.996.000,22.249.251.000,1.152.254.000,78.709.730.000,17.316.554.000,28.310.771.000,24.262.625.000,4.048.146.000,"100,00",Novo_Mercado,"16,29",Utilidade_Pública,Energia_Elétrica,CPFE3
581.380.000,1.354.370.000,1.607.654.000,141.800.000,4.215.868.000,2.764.182.000,1.238.391.000,772.990.000,465.401.000,"100,00",Novo_Mercado,"51,71",Tecnologia_da_Informação,Computadores_e_Equipamentos,POSI3
3.131.415.000,3.529.089.000,4.898.437.000,220.989.000,6.960.771.000,3.042.390.000,1.574.712.000,397.674.000,1.177.038.000,"100,00",Novo_Mercado,"44,05",Consumo_Cíclico,Incorporações,EZTC3
2.604.264.000,2.737.785.000,801.581.000,204.256.000,2.501.662.000,2.124.254.000,598.315.000,133.521.000,464.794.000,"100,00",Novo_Mercado,"26,62",Financeiro,Intermediação_Imobiliária,PLPL3
845.155.000,1.061.467.000,2.953.431.000,820.539.000,5.278.198.000,3.544.631.000,689.200.000,216.312.000,472.888.000,"100,00",Nível_1,"47,06",Tecnologia_da_Informação,Computadores_e_Equipamentos,MLAS3
32.571.835.000,52.837.761.000,12.082.964.000,815.927.000,52.761.221.000,8.806.605.000,25.840.565.000,20.265.926.000,5.574.639.000,"100,00",Novo_Mercado,"31,28",Utilidade_Pública,Energia_Elétrica,EGIE3
6.751.933.000,7.305.308.000,4.153.036.000,498.297.000,9.833.353.000,6.427.671.000,2.208.259.000,553.375.000,1.654.884.000,"100,00",Nível_1,"22,52",Consumo_não_Cíclico,Agricultura,TTEN3
8.619.071.000,8.358.076.000,1.133.945.000,291.875.000,4.870.968.000,3.048.558.000,1.282.811.000,-260.995.000,1.543.806.000,"100,00",Novo_Mercado,"43,72",Consumo_Cíclico,Incorporações,CURY3
5.158.297.000,5.112.708.000,1.468.255.000,357.374.000,2.797.605.000,1.801.149.000,831.951.000,-45.589.000,877.540.000,"0,00",Tradicional,"56,37",Bens_Industriais,"Motores,_Compressores_e_Outros",SHUL4
1.016.279.000,10.057.187.000,7.813.960.000,752.799.000,28.261.545.000,10.395.713.000,12.616.450.000,9.040.908.000,3.575.542.000,"0,00",Tradicional,"19,32",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",DASA3
10.432.355.000,15.192.974.000,12.036.700.000,1.511.205.000,24.877.802.000,3.383.387.000,6.609.243.000,4.760.619.000,1.848.624.000,"100,00",Nível_2,"79,97",Utilidade_Pública,Água_e_Saneamento,SAPR11
6.966.970.000,6.469.080.000,1.364.464.000,552.495.000,2.235.903.000,618.940.000,-,-497.890.000,497.890.000,"100,00",Novo_Mercado,"45,96",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",ODPV3
4.581.886.000,4.581.886.000,10.568.980.000,408.974.000,151.511.198.000,2.298.020.000,,,2.298.015.000,"100,00",Nível_1,"50,61",Financeiro,Bancos,BRSR6
345.418.000,3.931.403.000,1.868.631.000,322.820.000,9.371.027.000,5.160.115.000,4.470.200.000,3.585.985.000,884.215.000,"100,00",Nível_1,"56,46",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",VVEO3
1.016.612.000,1.313.804.000,1.091.945.000,152.644.000,3.168.438.000,1.194.069.000,877.845.000,297.192.000,580.653.000,"100,00",Novo_Mercado,"22,82",Financeiro,Exploração_de_Imóveis,SYNE3
1.873.071.000,3.028.053.000,1.422.134.000,239.829.000,3.768.111.000,1.243.755.000,1.782.087.000,1.154.982.000,627.105.000,"100,00",Tradicional,"44,27",Materiais_Básicos,Papel_e_Celulose,RANI3
6.612.462.000,7.542.594.000,24.277.714.000,1.253.079.000,40.655.884.000,18.064.823.000,7.674.093.000,930.132.000,6.743.961.000,"80,00",Nível_1,"53,95",Materiais_Básicos,Siderurgia,USIM3
5.460.051.000,5.253.602.000,4.051.629.000,683.062.000,6.381.470.000,3.126.144.000,892.197.000,-206.449.000,1.098.646.000,"0,00",Nível_1,"27,74",Consumo_Cíclico,Calçados,ALPA4
10.432.355.000,15.192.974.000,12.036.700.000,1.511.205.000,24.877.802.000,3.383.387.000,6.609.243.000,4.760.619.000,1.848.624.000,"100,00",Nível_2,"79,97",Utilidade_Pública,Água_e_Saneamento,SAPR4
3.938.688.000,4.807.787.000,5.382.713.000,499.200.000,13.236.323.000,8.229.871.000,2.010.072.000,869.099.000,1.140.973.000,"0,00",Nível_1,"16,41",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",GUAR3
992.581.000,4.299.453.000,2.003.170.000,303.541.000,7.137.606.000,2.301.201.000,4.547.700.000,3.306.872.000,1.240.828.000,"100,00",Nível_1,"31,69",Consumo_não_Cíclico,Açucar_e_Alcool,JALL3
2.274.508.000,3.731.369.000,2.778.335.000,581.715.000,9.115.564.000,4.959.877.000,1.700.639.000,1.456.861.000,243.778.000,"100,00",Novo_Mercado,"31,17",Saúde,Medicamentos_e_Outros_Produtos,PGMN3
360.996.546.000,360.996.546.000,201.140.000.000,10.784.548.000,2.802.812.000.000,2.620.833.000.000,,,38.893.000.000,"80,00",Nível_1,"52,98",Financeiro,Bancos,ITUB3
5.147.058.000,5.160.917.000,2.205.963.000,274.656.000,2.933.303.000,2.051.530.000,257.705.000,13.859.000,243.846.000,"100,00",Novo_Mercado,"35,08",Consumo_Cíclico,Calçados,VULC3
392.326.000,784.955.000,987.889.000,286.369.000,2.649.590.000,409.713.000,586.600.000,392.629.000,193.971.000,"100,00",Novo_Mercado,"98,66",Consumo_Cíclico,Restaurante_e_Similares,MEAL3
9.606.860.000,9.606.860.000,7.463.348.000,1.269.070.000,65.538.411.000,4.403.000,,,4.403.000,"100,00",Nível_1,"22,21",Financeiro,Bancos,BPAN4
2.210.487.000,6.101.630.000,4.306.803.000,153.719.000,15.329.139.000,7.175.221.000,5.823.875.000,3.891.143.000,1.932.732.000,"100,00",Novo_Mercado,"84,74",Consumo_Cíclico,Automóveis_e_Motocicletas,MYPK3
94.112.923.000,134.324.458.000,121.494.065.000,2.307.099.000,282.016.140.000,57.375.976.000,71.063.585.000,40.211.535.000,30.852.050.000,"0,00",Nível_1,"97,35",Utilidade_Pública,Energia_Elétrica,ELET6
6.364.285.000,8.379.351.000,2.131.362.000,270.016.000,6.735.299.000,3.284.206.000,2.735.667.000,2.015.066.000,720.601.000,"80,00",Nível_1,"33,14",Bens_Industriais,Material_Rodoviário,FRAS3
1.578.500.000,5.460.884.000,3.488.881.000,350.000.000,12.142.367.000,7.187.784.000,5.506.717.000,3.882.384.000,1.624.333.000,"100,00",Novo_Mercado,"27,08",Consumo_não_Cíclico,Alimentos_Diversos,CAML3
2.006.319.000,2.006.319.000,4.388.311.000,583.232.000,50.599.751.000,42.917.208.000,,,279.439.000,"100,00",Nível_1,"27,45",Financeiro,Bancos,BMGB4
1.882.440.000,2.008.061.000,1.611.721.000,84.909.000,4.210.915.000,2.044.848.000,528.511.000,125.621.000,402.890.000,"0,00",Novo_Mercado,"62,91",Consumo_Cíclico,Incorporações,MDNE3
2.858.363.000,2.371.871.000,3.363.440.000,353.175.000,4.334.562.000,1.671.967.000,352.231.000,-486.492.000,838.723.000,"0,00",Nível_1,"45,83",Materiais_Básicos,Siderurgia,FESA4
204.656.000,7.892.000,313.950.000,202.630.000,421.327.000,236.591.000,-,-196.764.000,196.764.000,"100,00",Nível_1,"72,16",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",ENJU3
1.397.877.000,1.355.803.000,1.347.513.000,135.322.000,3.474.845.000,2.518.823.000,844.673.000,-42.074.000,886.747.000,"100,00",Novo_Mercado,"43,03",Consumo_não_Cíclico,Agricultura,SOJA3
5.113.328.000,5.113.328.000,6.472.307.000,244.656.000,61.267.873.000,55.699.464.000,,,744.318.000,"100,00",Nível_2,"30,59",Financeiro,Bancos,ABCB4
1.029.772.000,1.767.027.000,1.251.871.000,128.721.000,3.410.743.000,949.512.000,1.054.191.000,737.255.000,316.936.000,"100,00",Novo_Mercado,"40,60",Consumo_Cíclico,Serviços_Educacionais,SEER3
1.632.548.000,2.413.135.000,1.485.017.000,382.329.000,4.377.367.000,1.518.855.000,1.451.000.000,780.587.000,670.413.000,"100,00",Nível_1,"28,41",Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,MATD3
3.928.554.000,5.447.876.000,771.834.000,82.950.000,3.387.080.000,882.969.000,1.929.291.000,1.519.322.000,409.969.000,"100,00",Novo_Mercado,"55,82",Utilidade_Pública,Água_e_Saneamento,ORVR3
10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,ALUP11
1.183.313.000,1.147.380.000,593.034.000,159.907.000,2.558.534.000,641.567.000,402.584.000,-35.933.000,438.517.000,"100,00",Novo_Mercado,"47,07",Financeiro,Corretoras_de_Seguros,WIZC3
673.793.000,1.209.675.000,1.268.179.000,126.634.000,2.537.349.000,1.463.280.000,746.276.000,535.882.000,210.394.000,"100,00",Nível_2,"59,85",Bens_Industriais,Armas_e_Munições,TASA4
392.424.000,869.063.000,997.155.000,105.774.000,2.224.496.000,1.804.394.000,625.302.000,476.639.000,148.663.000,"100,00",Novo_Mercado,"54,06",Consumo_Cíclico,Incorporações,MTRE3
2.674.315.000,3.857.698.000,1.487.244.000,234.178.000,3.893.625.000,1.387.389.000,1.899.289.000,1.183.383.000,715.906.000,"0,10",Novo_Mercado,"72,98",Bens_Industriais,Serviços_Diversos,MILS3
565.357.000,1.574.236.000,315.773.000,140.986.000,3.611.335.000,1.347.152.000,1.420.921.000,1.008.879.000,412.042.000,"100,00",Novo_Mercado,"100,00",Bens_Industriais,Produtos_para_Construção,PTBL3
1.734.853.000,1.214.414.000,1.163.227.000,87.003.000,1.627.717.000,1.080.296.000,-,-520.439.000,520.439.000,"100,00",Novo_Mercado,"93,58",Tecnologia_da_Informação,Programas_e_Serviços,BMOB3
2.269.353.000,4.813.982.000,3.314.057.000,144.177.000,10.693.230.000,6.823.276.000,4.258.107.000,2.544.629.000,1.713.478.000,"100,00",Novo_Mercado,"99,76",Bens_Industriais,Material_Rodoviário,TUPY3
1.819.067.000,2.328.890.000,1.557.200.000,364.542.000,4.806.949.000,1.098.451.000,1.322.500.000,509.823.000,812.677.000,"100,00",Nível_1,"12,39",Consumo_Cíclico,Serviços_Educacionais,CSED3
102.613.000,1.449.300.000,1.995.251.000,6.728.000,4.938.033.000,2.896.685.000,1.503.382.000,1.346.687.000,156.695.000,"100,00",Novo_Mercado,"99,82",Consumo_Cíclico,Incorporações,GFSA3
3.814.067.000,4.521.057.000,886.641.000,135.539.000,3.712.264.000,2.279.545.000,1.031.936.000,706.990.000,324.946.000,"100,00",Novo_Mercado,"39,00",Consumo_Cíclico,Automóveis_e_Motocicletas,LEVE3
1.350.445.000,1.759.906.000,1.220.080.000,362.049.000,2.320.127.000,650.118.000,828.800.000,409.461.000,419.339.000,"100,00",Nível_1,"24,96",Telecomunicações,Telecomunicações,FIQE3
700.344.000,1.141.483.000,343.979.000,46.720.000,1.413.379.000,795.229.000,801.600.000,441.139.000,360.461.000,"100,00",Novo_Mercado,"94,42",Bens_Industriais,Serviços_Diversos,PRNR3
34.300.000,1.019.560.000,-758.373.000,35.361.000,1.232.160.000,186.900.000,1.007.110.000,985.260.000,21.850.000,"100,00",Novo_Mercado,"99,89",Tecnologia_da_Informação,Programas_e_Serviços,SEQL3
952.729.000,1.696.284.000,1.519.081.000,275.355.000,4.345.707.000,1.005.332.000,1.118.605.000,743.555.000,375.050.000,"100,00",Novo_Mercado,"38,45",Consumo_Cíclico,Restaurante_e_Similares,ZAMP3
2.238.836.000,2.306.737.000,2.174.397.000,179.393.000,3.431.925.000,1.647.217.000,510.000.000,67.901.000,442.099.000,"100,00",Nível_1,"16,55",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",BLAU3
2.450.281.000,3.047.673.000,1.764.055.000,199.534.000,3.528.495.000,2.701.999.000,713.734.000,597.392.000,116.342.000,"100,00",Novo_Mercado,"37,00",Consumo_Cíclico,Incorporações,LAVV3
1.489.441.000,7.912.857.000,1.791.174.000,286.431.000,12.583.655.000,4.679.352.000,8.319.693.000,6.423.416.000,1.896.277.000,"100,00",Novo_Mercado,"22,06",Bens_Industriais,Transporte_Rodoviário,JSLG3
1.404.525.000,2.422.795.000,1.245.825.000,150.377.000,3.174.997.000,1.788.283.000,1.222.620.000,1.018.270.000,204.350.000,"0,00",Tradicional,"47,41",Saúde,Medicamentos_e_Outros_Produtos,PNVL3
1.219.753.000,2.386.779.000,944.797.000,199.959.000,2.915.946.000,953.826.000,1.589.000.000,1.167.026.000,421.974.000,"100,00",Nível_1,"37,82",Utilidade_Pública,Água_e_Saneamento,OPCT3
682.751.000,681.869.000,815.219.000,206.269.000,2.489.038.000,1.924.364.000,349.700.000,-882.000,350.582.000,"100,00",Novo_Mercado,"92,04",Consumo_Cíclico,Incorporações,MELK3
379.494.000,933.003.000,867.856.000,361.423.000,2.295.822.000,1.060.660.000,762.700.000,553.509.000,209.191.000,"100,00",Nível_1,"52,20",Financeiro,Outros,ESPA3
10.432.355.000,15.192.974.000,12.036.700.000,1.511.205.000,24.877.802.000,3.383.387.000,6.609.243.000,4.760.619.000,1.848.624.000,"100,00",Nível_2,"79,97",Utilidade_Pública,Água_e_Saneamento,SAPR3
349.810.000,1.769.745.000,2.040.586.000,103.188.000,5.127.447.000,502.409.000,1.570.323.000,1.419.935.000,150.388.000,"100,00",Nível_1,"47,14",Financeiro,Intermediação_Imobiliária,HBRE3
22.615.437.000,52.321.904.000,8.626.516.000,6.179.682.000,57.473.164.000,12.994.752.000,36.176.768.000,29.706.467.000,6.470.301.000,"100,00",Nível_2,"63,92",Materiais_Básicos,Papel_e_Celulose,KLBN3
1.165.100.000,2.594.948.000,1.537.556.000,438.007.000,4.095.519.000,725.797.000,1.886.004.000,1.429.848.000,456.156.000,"100,00",Nível_1,"20,04",Telecomunicações,Telecomunicações,BRST3
1.364.000.000,1.609.707.000,1.885.178.000,200.000.000,5.148.045.000,4.176.704.000,1.113.083.000,245.707.000,867.376.000,"100,00",Novo_Mercado,"97,15",Consumo_Cíclico,Incorporações,EVEN3
2.929.000,197.719.000,-3.363.555.000,13.948.000,529.726.000,334.964.000,213.302.000,194.790.000,18.512.000,"100,00",Novo_Mercado,"99,95",Consumo_Cíclico,Incorporações,PDGR3
898.880.000,1.743.154.000,1.336.385.000,123.812.000,5.370.605.000,3.738.630.000,1.090.840.000,844.274.000,246.566.000,"100,00",Novo_Mercado,"73,46",Saúde,Medicamentos_e_Outros_Produtos,PFRM3
733.253.000,1.261.493.000,1.221.272.000,93.170.000,2.509.206.000,1.498.555.000,774.712.000,528.240.000,246.472.000,"100,00",Novo_Mercado,"53,55",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,ROMI3
-,-15.269.640.000,796.100.000,314.987.000,15.457.570.000,15.295.630.000,,,15.269.640.000,"100,00",Nível_2,"44,99",Financeiro,Bancos,BRBI11
1.818.684.000,3.908.924.000,3.740.220.000,87.859.000,7.166.963.000,1.512.564.000,2.370.934.000,2.090.240.000,280.694.000,"100,00",Novo_Mercado,"57,32",Financeiro,Exploração_de_Imóveis,LOGG3
716.997.000,934.079.000,628.625.000,150.314.000,985.798.000,621.800.000,235.355.000,217.082.000,18.273.000,"100,00",Nível_1,"31,87",Consumo_não_Cíclico,Agricultura,VITT3
1.790.579.000,1.746.367.000,1.750.538.000,81.836.000,2.949.027.000,1.516.904.000,598.000.000,-44.212.000,642.212.000,"100,00",Novo_Mercado,"95,08",Bens_Industriais,Serviços_Diversos,VLID3
1.204.868.000,3.057.469.000,2.608.606.000,134.172.000,5.941.959.000,955.758.000,2.433.752.000,1.852.601.000,581.151.000,"100,00",Novo_Mercado,"0,00",Consumo_Cíclico,Serviços_Educacionais,VTRU3
13.881.402.000,13.978.193.000,484.021.000,946.244.000,829.401.000,572.265.000,147.231.000,96.791.000,50.440.000,"0,00",Novo_Mercado,"5,66",Consumo_Cíclico,Vestuário,TFCO4
2.091.661.000,3.682.665.000,2.169.898.000,102.683.000,3.971.666.000,1.253.482.000,1.672.225.000,1.591.004.000,81.221.000,"100,00",Novo_Mercado,"62,15",Consumo_não_Cíclico,Agricultura,AGRO3
8.190.240.000,8.210.692.000,7.956.184.000,339.000.000,12.808.810.000,5.918.383.000,2.308.510.000,20.452.000,2.288.058.000,"100,00",Novo_Mercado,"19,58",Consumo_não_Cíclico,Alimentos_Diversos,MDIA3
33.264.978.000,43.807.092.000,27.914.455.000,2.861.781.000,63.901.931.000,15.471.501.000,15.242.574.000,10.542.114.000,4.700.460.000,"80,00",Nível_1,"81,34",Utilidade_Pública,Energia_Elétrica,CMIG3
1.168.225.000,1.523.987.000,1.500.216.000,186.617.000,3.117.847.000,2.618.507.000,878.402.000,355.762.000,522.640.000,"100,00",Novo_Mercado,"38,37",Consumo_Cíclico,Incorporações,TRIS3
9.171.311.000,10.528.195.000,4.175.411.000,1.136.271.000,9.494.733.000,5.717.711.000,3.311.553.000,1.356.884.000,1.954.669.000,"100,00",Nível_2,"76,12",Bens_Industriais,Material_Rodoviário,POMO3
272.707.000,1.779.659.000,111.006.000,62.120.000,2.105.580.000,819.003.000,1.619.666.000,1.506.952.000,112.714.000,"100,00",Nível_1,"57,08",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,AERI3
426.764.000,1.471.489.000,758.413.000,372.183.000,3.160.866.000,375.943.000,1.145.868.000,1.044.725.000,101.143.000,"100,00",Nível_2,"23,70",Utilidade_Pública,Energia_Elétrica,RNEW4
413.715.000,2.571.400.000,2.262.546.000,37.886.000,8.857.789.000,5.254.872.000,2.956.500.000,2.157.685.000,798.815.000,"100,00",Novo_Mercado,"0,00",Consumo_Cíclico,Automóveis_e_Motocicletas,AMOB3
893.933.000,858.265.000,999.766.000,109.310.000,1.623.970.000,1.064.596.000,242.362.000,-35.668.000,278.030.000,"100,00",Tradicional,"99,67",Materiais_Básicos,Petroquímicos,DEXP3
6.001.496.000,6.972.180.000,2.649.664.000,113.173.000,7.280.912.000,2.862.549.000,2.451.459.000,970.684.000,1.480.775.000,"0,00",Tradicional,"55,28",Materiais_Básicos,Químicos_Diversos,UNIP6
42.469.000,42.465.000,-19.381.000,31.822.000,46.651.000,15.417.000,-,-4.000,4.000,"0,00",Tradicional,"61,28",Bens_Industriais,Material_Rodoviário,RCSL3
126.920.000,5.323.065.000,-6.411.198.000,80.329.000,1.584.101.000,368.087.000,5.232.439.000,5.196.145.000,36.294.000,"100,00",Novo_Mercado,"100,00",Materiais_Básicos,Artefatos_de_Cobre,PMAM3
636.685.000,748.049.000,287.288.000,513.456.000,2.044.038.000,570.564.000,120.600.000,111.364.000,9.236.000,"0,10",Novo_Mercado,"46,13",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",AMAR3
941.190.000,2.093.601.000,1.369.922.000,115.625.000,3.584.613.000,620.091.000,1.489.437.000,1.152.411.000,337.026.000,"100,00",Nível_1,"31,01",Telecomunicações,Telecomunicações,DESK3
248.959.000,360.504.000,795.309.000,61.776.000,1.303.584.000,520.496.000,137.252.000,111.545.000,25.707.000,"100,00",Nível_1,"98,69",Bens_Industriais,Produtos_para_Construção,ETER3
114.517.726.000,118.343.726.000,85.938.000.000,10.993.810.000,110.639.000.000,12.196.000.000,11.262.000.000,3.826.000.000,7.436.000.000,"80,00",Nível_1,"65,74",Financeiro,Holdings_Diversificadas,ITSA3
98.478.626.000,98.478.626.000,122.271.222.000,7.498.531.000,1.240.333.567.000,264.400.814.000,,,24.371.817.000,"100,00",Nível_1,"9,88",Financeiro,Bancos,SANB3
6.279.310.000,8.048.131.000,4.177.323.000,1.214.491.000,7.791.679.000,1.940.835.000,3.367.008.000,1.768.821.000,1.598.187.000,"0,00",Tradicional,"55,81",Financeiro,Exploração_de_Imóveis,IGTI3
203.625.000,126.851.000,223.685.000,147.554.000,412.961.000,126.365.000,-,-76.774.000,76.774.000,"100,00",Tradicional,"70,66",Financeiro,Intermediação_Imobiliária,LPSB3
386.394.000,341.142.000,296.523.000,42.275.000,379.701.000,188.224.000,2.920.000,-45.252.000,48.172.000,"0,00",Tradicional,"49,84",Consumo_Cíclico,Calçados,CAMB3
24.204.366.000,30.449.783.000,1.315.481.000,167.041.000,17.179.562.000,7.591.941.000,11.188.123.000,6.245.417.000,4.942.706.000,"100,00",Novo_Mercado,"33,34",Utilidade_Pública,Água_e_Saneamento,AMBP3
11.403.896.000,20.854.872.000,7.297.942.000,1.033.496.000,21.030.240.000,3.119.982.000,10.253.596.000,9.450.976.000,802.620.000,"100,00",Nível_2,"63,44",Utilidade_Pública,Energia_Elétrica,TAEE4
98.478.626.000,98.478.626.000,122.271.222.000,7.498.531.000,1.240.333.567.000,264.400.814.000,,,24.371.817.000,"100,00",Nível_1,"9,88",Financeiro,Bancos,SANB4
122.207.000,570.705.000,378.640.000,73.619.000,1.255.109.000,451.633.000,593.099.000,448.498.000,144.601.000,"100,00",Novo_Mercado,"61,24",Consumo_Cíclico,Incorporações,TCSA3
11.403.896.000,20.854.872.000,7.297.942.000,1.033.496.000,21.030.240.000,3.119.982.000,10.253.596.000,9.450.976.000,802.620.000,"100,00",Nível_2,"63,44",Utilidade_Pública,Energia_Elétrica,TAEE3
6.382.723.000,4.620.509.000,2.738.894.000,1.502.786.000,10.054.264.000,6.925.890.000,1.113.194.000,-1.762.214.000,2.875.408.000,"0,00",Tradicional,"100,00",Consumo_Cíclico,Eletrodomésticos,WHRL4
640.220.000,1.521.078.000,346.060.000,217.024.000,2.452.535.000,395.495.000,1.050.418.000,880.858.000,169.560.000,"100,00",Novo_Mercado,"40,85",Bens_Industriais,Serviços_Diversos,ALPK3
6.043.541.000,5.331.730.000,8.667.966.000,393.096.000,8.794.484.000,711.811.000,-,-711.811.000,711.811.000,"80,00",Nível_1,"71,57",Financeiro,Holdings_Diversificadas,BRAP3
314.670.000,413.217.000,337.052.000,22.500.000,644.494.000,276.196.000,108.730.000,98.547.000,10.183.000,"0,00",Tradicional,"59,77",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,EALT4
304.751.000,566.574.000,944.000,260.509.000,921.921.000,497.143.000,377.859.000,261.823.000,116.036.000,"0,00",Tradicional,"100,00",Consumo_não_Cíclico,Produtos_de_Limpeza,BOBR4
1.601.988.000,2.186.842.000,2.652.996.000,92.619.000,4.854.633.000,1.916.220.000,1.051.569.000,584.854.000,466.715.000,"0,00",Nível_1,"56,01",Materiais_Básicos,Madeira,EUCA4
180.917.000,173.576.000,36.928.000,47.609.000,51.611.000,18.457.000,-,-7.341.000,7.341.000,"0,00",Tradicional,"11,43",Financeiro,Outros,FICT3
230.748.000,233.771.000,902.299.000,50.602.000,1.893.442.000,620.355.000,34.022.000,3.023.000,30.999.000,"0,10",Novo_Mercado,"32,87",Saúde,Medicamentos_e_Outros_Produtos,DMVF3
200.367.000,157.515.000,-6.919.006.000,67.691.000,9.083.407.000,8.619.665.000,1.075.000,-42.852.000,43.927.000,"0,00",Tradicional,"33,27","Petróleo,_Gás_e_Biocombustíveis","Exploração,_Refino_e_Distribuição",RPMG3
426.764.000,1.471.489.000,758.413.000,372.183.000,3.160.866.000,375.943.000,1.145.868.000,1.044.725.000,101.143.000,"100,00",Nível_2,"23,70",Utilidade_Pública,Energia_Elétrica,RNEW3
7.043.565.000,43.154.565.000,-4.236.000.000,797.207.000,95.422.000.000,34.101.000.000,49.140.000.000,36.111.000.000,13.029.000.000,"100,00",Nível_1,"34,97",Materiais_Básicos,Petroquímicos,BRKM3
31.785.995.000,40.902.504.000,54.922.968.000,2.028.194.000,86.854.070.000,33.306.852.000,18.090.359.000,9.116.509.000,8.973.850.000,"100,00",Nível_1,"58,69",Materiais_Básicos,Siderurgia,GGBR3
196.303.000,-96.868.000,293.687.000,50.855.000,313.039.000,305.396.000,725.000,-293.172.000,293.897.000,"100,00",Novo_Mercado,"30,40",Bens_Industriais,Serviços_Diversos,REAG3
597.378.000,1.140.662.000,1.074.975.000,118.292.000,2.859.006.000,734.367.000,665.554.000,543.284.000,122.270.000,"100,00",Novo_Mercado,"6,19",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",AALR3
86.621.000,268.791.000,123.253.000,79.469.000,689.156.000,465.018.000,319.617.000,182.170.000,137.447.000,"0,00",Tradicional,"44,31",Financeiro,Serviços_Financeiros_Diversos,PDTC3
50.273.000,228.730.000,121.242.000,43.716.000,503.978.000,144.657.000,180.813.000,178.457.000,2.356.000,"100,00",Novo_Mercado,"82,71","Petróleo,_Gás_e_Biocombustíveis",Equipamentos_e_Serviços,LUPA3
673.793.000,1.209.675.000,1.268.179.000,126.634.000,2.537.349.000,1.463.280.000,746.276.000,535.882.000,210.394.000,"100,00",Nível_2,"59,85",Bens_Industriais,Armas_e_Munições,TASA3
387.201.000,399.497.000,408.423.000,64.106.000,685.591.000,456.230.000,101.307.000,12.296.000,89.011.000,"100,00",Novo_Mercado,"38,44",Consumo_Cíclico,Acessórios,TECN3
745.887.000,882.482.000,1.601.675.000,94.058.000,3.434.695.000,2.431.512.000,474.678.000,136.595.000,338.083.000,"100,00",Novo_Mercado,"29,32",Telecomunicações,Telecomunicações,ALLD3
90.538.000,148.404.000,186.424.000,66.086.000,389.469.000,125.033.000,110.447.000,57.866.000,52.581.000,"100,00",Novo_Mercado,"43,14",Consumo_Cíclico,Móveis,UCAS3
1.107.377.000,-189.493.000,1.467.590.000,93.597.000,4.110.149.000,1.917.418.000,11.469.000,-1.296.871.000,1.308.340.000,"0,00",Tradicional,"3,43",Telecomunicações,Telecomunicações,TELB4
230.077.000,109.871.000,447.975.000,9.140.000,597.496.000,217.106.000,16.823.000,-120.206.000,137.029.000,"100,00",Novo_Mercado,"43,09",Tecnologia_da_Informação,Programas_e_Serviços,NGRD3
264.138.000,238.283.000,186.999.000,40.021.000,204.495.000,58.580.000,2.423.000,-25.855.000,28.278.000,"100,00",Nível_1,"25,54",Telecomunicações,Telecomunicações,TRAD3
42.604.000,12.955.000,128.542.000,6.741.000,399.314.000,228.399.000,69.000.000,-29.649.000,98.649.000,"100,00",Novo_Mercado,"49,34",Consumo_Cíclico,Produção_de_Eventos_e_Shows,SHOW3
21.812.699.000,49.891.658.000,17.989.297.000,2.289.424.000,78.311.361.000,18.160.049.000,36.663.576.000,28.078.959.000,8.584.617.000,"100,00",Nível_2,"71,31",Utilidade_Pública,Energia_Elétrica,ENGI3
