Papel;Setor;Preço Atual (R$);Liquidez Diária (R$);Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas
HOSI11;Imóveis Residenciais;84,92;7.406,20;0,63;0,76 ;2,25 ;4,36 ;9,82 ;0,75 ;0,73 ;0,82 ;6,77 ;-0,95 ;-0,20 ;4,50 ;51.822.018,51;90,37;0,94;0,68 ;-1,84 ;-1,17 ;4,55 ;14;38,68;1.157
HPDP11;Shoppings;89,71;2.774,40;0,56;0,00 ;0,64 ;2,58 ;6,51 ;0,64 ;0,43 ;0,54 ;4,57 ;0,00 ;0,00 ;;304.243.218,04;92,53;0,97;0,61 ;3,66 ;4,29 ;4,06 ;1;35,16;358
HRDF11;Fundo de Desenvolvimento;3,00;218,14;6,80;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;10.707.140,40;;;;;;;14;46,92;909
HREC11;Papéis;8,36;210.802,30;0,09;1,03 ;3,15 ;6,48 ;13,37 ;1,05 ;1,08 ;1,11 ;10,14 ;-1,20 ;-0,18 ;24,55 ;447.487.662,05;8,66;0,97;1,04 ;-90,26 ;-90,16 ;-89,16 ;14;19,67;2.582
HRES11;Imóveis Residenciais;147,64;2.953,00;1,65;0,00 ;0,00 ;4,01 ;6,65 ;0,00 ;0,67 ;0,83 ;5,58 ;0,00 ;0,00 ;;60.928.215,37;;;;;;;14;1,37;137
HSAF11;Papéis;78,14;266.457,87;0,95;1,21 ;3,66 ;7,36 ;15,44 ;1,22 ;1,23 ;1,29 ;12,00 ;1,03 ;2,25 ;29,89 ;221.483.810,84;87,67;0,89;1,08 ;-4,02 ;-2,98 ;5,84 ;14;22,84;8.914
HSLG11;Imóveis Industriais e Logísticos;78,99;714.714,30;0,67;0,85 ;2,48 ;4,86 ;10,69 ;0,83 ;0,81 ;0,89 ;7,78 ;-1,24 ;-0,40 ;14,10 ;1.396.695.029,94;110,32;0,72;0,59 ;5,13 ;5,75 ;7,22 ;6;17,45;41.240
HSML11;Shoppings;81,87;2.676.980,78;0,67;0,81 ;2,42 ;4,78 ;10,77 ;0,81 ;0,80 ;0,90 ;7,78 ;4,70 ;5,55 ;16,50 ;2.177.205.874,86;104,63;0,78;0,62 ;7,22 ;7,89 ;13,54 ;13;17,06;186.027
HSRE11;Misto;96,05;33.655,55;0,85;0,88 ;3,50 ;5,49 ;11,58 ;1,17 ;0,92 ;0,97 ;8,08 ;-3,63 ;-2,78 ;15,36 ;798.272.861,22;89,71;1,07;1,92 ;-6,59 ;-4,80 ;1,25 ;22;29,48;364
HTMX11;Hotéis;136,77;484.441,48;1,05;0,75 ;2,65 ;4,94 ;14,42 ;0,88 ;0,82 ;1,20 ;9,13 ;-3,52 ;-2,80 ;8,64 ;417.222.835,51;144,46;0,95;1,04 ;2,93 ;4,00 ;20,34 ;21;18,42;37.028
HUCG11;Hospitalar;107,00;1.301,08;0,70;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;116.190.085,93;;;;;;;2;58,57;233
HUSC11;Hospitalar;93,72;4.954,21;0,86;0,93 ;1,86 ;4,65 ;10,49 ;0,62 ;0,78 ;0,87 ;7,75 ;0,00 ;0,00 ;;126.840.373,41;149,08;0,63;0,58 ;1,59 ;2,17 ;10,54 ;2;54,45;752
HUSI11;Hospitalar;1.241,00;1.241,00;8,42;0,00 ;0,67 ;2,10 ;6,39 ;0,67 ;0,35 ;0,53 ;0,71 ;0,00 ;0,00 ;;145.215.672,90;1.247,96;0,99;0,70 ;25,66 ;26,54 ;33,10 ;14;44,94;100
IAAG11;Indefinido;7,74;95.577,04;0,12;1,54 ;4,54 ;8,63 ;16,26 ;1,51 ;1,44 ;1,36 ;12,97 ;3,32 ;4,91 ;13,16 ;102.490.497,54;9,80;0,79;1,12 ;0,00 ;0,00 ;0,00 ;0;26,38;13.211
IAGR11;Indefinido;3,78;16.710,00;0,01;0,15 ;0,00 ;0,45 ;1,87 ;0,00 ;0,45 ;0,16 ;1,03 ;-3,18 ;-3,03 ;45,49 ;17.358.241,11;6,26;0,60;0,10 ;0,00 ;0,00 ;0,00 ;0;32,22;3.596
IBBP11;Indefinido;7,77;32.121,78;0,07;0,88 ;1,72 ;4,28 ;6,03 ;0,57 ;0,71 ;0,86 ;6,03 ;0,74 ;1,63 ;-3,86 ;395.944.287,55;;;;;;;24;59,18;492
IBCR11;Papéis;52,64;113.986,65;0,75;1,39 ;4,46 ;9,29 ;18,86 ;1,49 ;1,55 ;1,57 ;12,82 ;-6,41 ;-5,11 ;21,45 ;85.824.331,05;89,55;0,59;0,94 ;-4,65 ;-3,76 ;4,38 ;14;17,23;3.871
IBFF11;Fundo de Fundos;66,40;162.549,50;14,79;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;6,25 ;0,00 ;0,00 ;;118.155.565,38;14,78;4,49;100,08 ;-79,09 ;-58,15 ;-58,47 ;14;4,20;8.102
ICNE11;Imóveis Residenciais;653,96;;0,31;0,00 ;0,00 ;0,00 ;5,87 ;0,00 ;0,00 ;0,49 ;7,64 ;0,00 ;0,00 ;;86.623.717,32;;;;;;;14;6,70;5
ICRI11;Misto;90,78;689.760,57;0,95;1,04 ;3,39 ;6,98 ;15,90 ;1,13 ;1,16 ;1,33 ;11,37 ;-1,73 ;-0,71 ;20,24 ;384.164.266,80;;;;;;;14;19,05;8.636
IDFI11;Indefinido;2,00;2.592,80;1,56;78,04 ;0,00 ;0,00 ;177,38 ;0,00 ;0,00 ;14,78 ;1.043,04 ;-54,34 ;-18,70 ;44.259,43 ;3.283.391,87;1,60;1,25;269,79 ;-97,14 ;-89,43 ;-91,38 ;1;66,03;617
IDGR11;Misto;1,50;332,83;0,09;5,99 ;0,00 ;0,00 ;47,23 ;0,00 ;0,00 ;3,94 ;5,99 ;-50,98 ;-48,04 ;-48,04 ;79.368,95;;;;;;;1;119,84;171
IDUA11;Imóveis Comerciais - Outros;64,42;;1,27;0,00 ;0,00 ;0,00 ;8,61 ;0,00 ;0,00 ;0,72 ;12,00 ;0,00 ;0,00 ;;26.961.795,48;;;;;;;14;3,91;1
IFRA11;Indefinido;94,95;1.956.756,61;0,90;0,93 ;3,80 ;6,89 ;13,83 ;1,27 ;1,15 ;1,15 ;10,33 ;0,22 ;1,15 ;19,00 ;;;;;;;;0;18,96;0
IFRI11;Misto;98,05;1.524.935,65;1,75;1,79 ;1,79 ;5,58 ;13,38 ;0,60 ;0,93 ;1,12 ;9,95 ;5,45 ;7,34 ;25,40 ;;;;;;;;0;16,79;0
IMOV11;Indefinido;;;0,09;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;492.707.282,91;;;;;;;14;;13.027
INFA11;Outros;9,82;;0,09;0,00 ;0,00 ;1,84 ;16,31 ;0,00 ;0,31 ;2,04 ;14,56 ;0,00 ;0,00 ;;;;;;;;;0;2,41;0
INFB11;Indefinido;99,47;90.957,11;1,00;0,99 ;0,00 ;2,12 ;5,29 ;0,00 ;0,53 ;1,32 ;2,12 ;14,99 ;16,13 ;11,90 ;;;;;;;;0;90,60;0
INLG11;Imóveis Industriais e Logísticos;72,00;119.957,52;0,76;1,04 ;3,15 ;6,41 ;13,37 ;1,05 ;1,07 ;1,11 ;9,96 ;0,62 ;1,67 ;22,25 ;452.001.000,67;;;;;;;5;18,43;17.350
INRD11;Fundo de Desenvolvimento;69,80;36.170,22;0,64;0,89 ;2,61 ;5,42 ;11,18 ;0,87 ;0,90 ;0,93 ;8,41 ;1,37 ;2,27 ;24,75 ;134.149.474,41;;;;;;;5;18,59;6.977
IRDM11;Papéis;61,87;3.397.722,13;0,78;1,26 ;3,76 ;7,42 ;15,47 ;1,25 ;1,24 ;1,29 ;10,32 ;-6,88 ;-5,71 ;21,70 ;2.958.773.255,69;81,21;0,76;1,03 ;-12,49 ;-11,58 ;-8,04 ;1;15,58;272.434
IRIF11;Papéis;8,59;54.415,50;0,11;1,27 ;1,27 ;5,22 ;6,43 ;0,42 ;0,87 ;1,07 ;6,43 ;2,24 ;3,54 ;10,55 ;;;;;;;;0;38,28;0
IRIM11;Indefinido;65,87;46.081,87;0,81;1,21 ;3,79 ;7,56 ;16,29 ;1,26 ;1,26 ;1,36 ;10,76 ;-1,38 ;-0,18 ;33,81 ;164.802.215,96;85,83;0,77;1,05 ;-11,81 ;-10,88 ;-7,49 ;14;19,45;2.590
ISCJ11;Papéis;25,49;11.304,75;55,41;69,26 ;69,26 ;104,79 ;108,02 ;23,09 ;17,47 ;9,00 ;111,02 ;0,00 ;0,00 ;;34.990.864,90;;;;;;;14;430,44;61
ITIP11;Papéis;63,21;79.873,30;0,78;1,22 ;3,68 ;7,29 ;13,71 ;1,23 ;1,22 ;1,14 ;10,63 ;-2,18 ;-0,99 ;13,68 ;51.206.622,27;68,44;0,92;1,17 ;-14,55 ;-13,55 ;-11,49 ;14;14,27;13.211
ITIT11;Fundo de Fundos;68,04;108.120,30;0,63;0,94 ;2,77 ;5,55 ;11,24 ;0,92 ;0,93 ;0,94 ;8,50 ;-2,03 ;-1,11 ;14,83 ;66.936.526,13;74,33;0,92;0,83 ;-5,86 ;-5,08 ;1,29 ;14;13,15;10.277
ITRI11;Shoppings;75,30;695.005,35;0,82;1,08 ;3,21 ;6,28 ;12,97 ;1,07 ;1,05 ;1,08 ;9,58 ;-3,09 ;-2,04 ;14,96 ;569.672.404,26;;;;;;;14;16,55;14.872
IVCI11;Papéis;96,86;;0,82;0,00 ;0,00 ;2,61 ;8,33 ;0,00 ;0,44 ;0,93 ;5,17 ;0,00 ;0,00 ;;48.994.224,26;;;;;;;0;3,36;16
JASC11;Imóveis Comerciais - Outros;100,00;50.920,00;0,67;0,00 ;0,00 ;1,90 ;5,51 ;0,00 ;0,32 ;0,46 ;3,16 ;0,00 ;0,00 ;;395.033.488,55;;;;;;;19;53,88;165
JBFO11;Papéis;15,03;82,00;0,04;0,00 ;0,00 ;0,50 ;111,75 ;0,00 ;0,50 ;9,31 ;0,77 ;0,00 ;0,00 ;;9.864.392,02;;;;;;;14;103,63;369
JCCJ11;Papéis;158,00;88.869,71;0,34;0,21 ;0,44 ;1,01 ;2,77 ;0,44 ;0,17 ;0,23 ;1,58 ;0,00 ;0,00 ;;315.105.368,86;;;;;;;14;20,44;122
JCIN11;Fundo de Fundos;150,00;28.594.600,00;0,62;0,00 ;0,00 ;0,74 ;3,14 ;0,00 ;0,74 ;0,26 ;1,52 ;0,00 ;0,00 ;;207.706.823,63;;;;;;;14;24,47;5
JFLL11;Imóveis Residenciais;67,43;39.859,09;0,80;1,18 ;2,34 ;4,82 ;9,65 ;0,78 ;0,80 ;0,80 ;7,27 ;-1,16 ;0,00 ;8,29 ;161.188.895,19;107,42;0,63;0,58 ;6,38 ;7,00 ;16,27 ;233;18,00;2.554
JGPX11;Indefinido;69,92;322.957,04;1,22;1,71 ;4,46 ;7,21 ;14,25 ;1,49 ;1,20 ;1,19 ;10,48 ;1,27 ;3,01 ;44,59 ;205.917.661,90;96,17;0,73;0,68 ;0,21 ;0,89 ;11,86 ;0;34,14;5.823
JMBI11;Outros;85,55;898.621,87;1,16;1,34 ;4,03 ;6,66 ;10,74 ;1,34 ;1,11 ;1,07 ;10,74 ;4,33 ;5,73 ;17,53 ;;;;;;;;0;40,42;0
JPPA11;Papéis;78,70;84.770,65;1,06;1,32 ;4,25 ;8,26 ;17,63 ;1,42 ;1,38 ;1,47 ;13,27 ;2,89 ;4,24 ;28,03 ;87.647.333,66;96,95;0,81;1,27 ;-1,39 ;-0,14 ;12,38 ;14;14,38;6.673
JSAF11;Fundo de Fundos;7,31;1.208.113,04;0,09;1,15 ;3,57 ;7,18 ;14,89 ;1,19 ;1,20 ;1,24 ;11,35 ;0,14 ;1,29 ;12,70 ;692.918.106,34;8,94;0,82;1,02 ;-90,48 ;-90,39 ;-89,62 ;14;23,88;22.045
JSCR11;Papéis;8,01;258.146,43;0,10;1,18 ;3,49 ;7,05 ;58,83 ;1,16 ;1,18 ;4,90 ;22,94 ;-2,18 ;-1,03 ;39,81 ;206.374.006,50;;;;;;;14;31,42;3.685
JSRE11;Misto;61,93;1.686.004,61;0,48;0,77 ;2,25 ;4,61 ;9,90 ;0,75 ;0,77 ;0,83 ;7,34 ;-1,93 ;-1,18 ;24,53 ;2.117.083.246,23;101,94;0,61;0,47 ;-9,76 ;-9,34 ;-5,37 ;6;19,17;87.365
JURO11;Indefinido;97,50;3.306.790,30;1,00;1,02 ;3,09 ;6,26 ;11,97 ;1,03 ;1,04 ;1,00 ;8,82 ;1,34 ;2,37 ;14,82 ;;;;;;;;0;15,61;0
KCRE11;Indefinido;8,38;366.138,43;0,09;1,05 ;3,57 ;7,69 ;14,61 ;1,19 ;1,28 ;1,22 ;11,66 ;-0,69 ;0,35 ;20,72 ;336.938.445,77;9,36;0,90;1,18 ;-90,44 ;-90,33 ;-90,22 ;14;16,57;15.731
KDIF11;Indefinido;120,98;2.992.748,39;1,25;1,05 ;1,85 ;5,20 ;11,54 ;0,62 ;0,87 ;0,96 ;8,57 ;-5,10 ;-4,10 ;12,67 ;;;;;;;;0;16,95;0
KDOL11;Misto;91,40;59.677,13;0,50;0,54 ;1,58 ;3,03 ;5,05 ;0,53 ;0,51 ;0,56 ;4,52 ;0,70 ;1,25 ;-1,33 ;68.164.642,66;101,59;0,90;0,50 ;0,00 ;0,00 ;0,00 ;0;22,97;1.920
KEVE11;Fundo de Desenvolvimento;851,00;39.858,71;34,53;0,00 ;0,00 ;1,54 ;30,99 ;0,00 ;0,26 ;2,58 ;8,59 ;0,00 ;0,00 ;;82.410.274,66;557,95;1,53;6,19 ;-40,15 ;-36,44 ;-38,89 ;14;210,17;445
KFEN11;Indefinido;1.100,00;1.571,43;8,11;0,00 ;0,00 ;2,33 ;4,40 ;0,00 ;0,39 ;0,63 ;4,40 ;0,00 ;0,00 ;;167.168.791,26;;;;;;;14;31,84;129
KFOF11;Fundo de Fundos;77,87;858.631,35;0,80;1,01 ;2,92 ;5,83 ;12,40 ;0,97 ;0,97 ;1,03 ;9,26 ;2,36 ;3,40 ;24,55 ;611.301.700,60;87,15;0,89;0,86 ;-4,09 ;-3,27 ;2,12 ;14;16,48;29.068
KINP11;Fundo de Desenvolvimento;10,00;38.394,20;2,90;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;19,95 ;0,00 ;0,00 ;;118.155.565,38;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;12,74;8.102
KISU11;Fundo de Fundos;6,77;505.351,39;0,07;1,04 ;3,10 ;6,16 ;12,35 ;1,03 ;1,03 ;1,03 ;9,40 ;-1,18 ;-0,15 ;12,31 ;349.164.784,77;7,90;0,86;0,89 ;-9,40 ;-8,60 ;-6,49 ;14;18,44;105.882
KIVO11;Papéis;60,32;383.511,13;0,71;1,12 ;4,30 ;8,84 ;17,94 ;1,43 ;1,47 ;1,50 ;13,95 ;-5,38 ;-4,32 ;16,03 ;188.888.319,39;;;;;;;14;24,61;6.837
KNCA11;Indefinido;92,61;2.736.701,00;1,00;1,06 ;3,56 ;7,23 ;14,80 ;1,19 ;1,21 ;1,23 ;11,33 ;1,66 ;2,73 ;25,82 ;2.208.060.991,08;2.208.060.991,08;0,00;0,00 ;2.160.808.332,28 ;2.160.808.333,36 ;2.404.416.217,65 ;0;20,42;77.673
KNCR11;Papéis;105,35;10.315.973,91;1,35;1,28 ;3,75 ;7,17 ;13,58 ;1,25 ;1,20 ;1,13 ;10,48 ;1,79 ;3,10 ;23,91 ;7.795.021.865,06;101,88;1,03;1,18 ;1,12 ;2,31 ;15,81 ;14;9,81;424.325
KNHF11;Indefinido;90,15;3.077.938,39;1,00;1,09 ;3,29 ;6,58 ;13,48 ;1,10 ;1,10 ;1,12 ;10,13 ;1,53 ;2,64 ;31,03 ;1.945.854.445,19;;;;;;;3;17,70;45.664
KNHY11;Papéis;100,39;3.527.678,65;1,30;1,27 ;3,87 ;7,96 ;15,04 ;1,29 ;1,33 ;1,25 ;11,74 ;2,18 ;3,48 ;25,26 ;2.763.081.124,78;98,09;1,02;1,33 ;0,35 ;1,68 ;14,85 ;14;11,30;25.796
KNIP11;Papéis;86,43;7.309.114,04;0,70;0,81 ;2,63 ;6,50 ;12,83 ;0,88 ;1,08 ;1,07 ;10,00 ;-0,06 ;0,75 ;16,55 ;7.273.157.174,44;90,83;0,95;0,88 ;-3,23 ;-2,38 ;6,57 ;14;10,15;72.634
KNOX11;Indefinido;101,77;595.305,55;2,64;2,68 ;0,00 ;2,68 ;8,58 ;0,00 ;0,45 ;0,72 ;2,68 ;6,21 ;9,06 ;9,06 ;;;;;;;;0;24,56;0
KNPR11;Indefinido;;;3,30;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;54.032.748,86;;;;;;;14;;593
KNRE11;Fundo de Desenvolvimento;0,30;1.950,09;0,00;1,68 ;1,68 ;338,66 ;338,66 ;0,56 ;56,44 ;28,22 ;338,66 ;575,00 ;586,34 ;1.099,67 ;12.436.970,99;0,76;0,39;9,22 ;0,00 ;9,22 ;0,46 ;14;375,02;5.941
KNRI11;Misto;145,09;4.684.226,17;1,00;0,71 ;2,12 ;4,27 ;8,99 ;0,71 ;0,71 ;0,75 ;6,62 ;-0,49 ;0,22 ;21,53 ;4.598.316.578,70;163,04;0,89;0,61 ;2,00 ;2,63 ;11,19 ;20;16,16;298.824
KNSC11;Papéis;8,64;4.454.020,87;0,09;1,02 ;3,19 ;6,89 ;13,59 ;1,06 ;1,15 ;1,13 ;10,46 ;0,80 ;1,83 ;25,61 ;1.765.877.919,27;8,73;0,99;1,03 ;-90,09 ;-89,99 ;-88,94 ;14;15,05;222.343
KNUQ11;Indefinido;104,14;3.649.090,00;1,40;1,33 ;4,16 ;8,04 ;15,23 ;1,39 ;1,34 ;1,27 ;11,88 ;1,90 ;3,25 ;28,14 ;1.551.739.920,17;;;;;;;14;11,07;35.822
KOPA11;Indefinido;836,01;357.943,26;40,00;4,58 ;8,51 ;14,10 ;26,33 ;2,84 ;2,35 ;2,19 ;26,33 ;1,82 ;6,49 ;77,69 ;334.706.613,33;334.706.613,33;0,00;0,00 ;0,00 ;0,00 ;0,00 ;0;27,77;3.495
KORE11;Lajes Corporativas;66,36;2.444.768,57;1,25;1,78 ;5,07 ;9,64 ;19,77 ;1,69 ;1,61 ;1,65 ;14,96 ;-2,03 ;-0,29 ;13,09 ;1.018.985.345,20;;;;;;;4;24,00;25.173
KRES11;Misto;;;0,00;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;231.388.195,69;;;;;;;1;;131
LAFI11;Misto;116,87;313.148,50;4,94;4,30 ;0,00 ;4,30 ;12,22 ;0,00 ;4,30 ;12,22 ;12,22 ;-1,98 ;2,24 ;2,24 ;87.696.873,41;111,46;1,05;4,43 ;0,00 ;0,00 ;0,00 ;0;43,34;1.270
LASC11;Shoppings;91,50;352.248,74;0,75;0,81 ;7,82 ;13,77 ;17,71 ;2,61 ;2,30 ;1,48 ;10,27 ;-2,47 ;-1,68 ;5,76 ;397.054.042,58;135,04;0,68;2,80 ;26,25 ;29,79 ;30,34 ;2;73,91;421
LAVF11;Indefinido;;;1,30;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;;8.102
LFTT11;Papéis;2,10;100.468,13;1,74;34,79 ;47,98 ;86,12 ;80.801.912,63 ;15,99 ;14,35 ;6.733.492,72 ;187,89 ;-4,57 ;28,63 ;911,09 ;37.830.518,33;56,89;0,04;3,06 ;42,08 ;46,44 ;-48,40 ;51;393,63;752
LGCP11;Imóveis Industriais e Logísticos;82,95;163.106,04;0,80;1,13 ;3,17 ;5,76 ;10,78 ;1,06 ;0,96 ;0,90 ;10,78 ;-7,22 ;-6,17 ;-7,05 ;457.171.677,92;101,32;0,82;0,79 ;-1,43 ;-0,65 ;7,48 ;5;9,47;19.183
LIFE11;Imóveis Comerciais - Outros;8,44;745.966,43;0,12;1,40 ;4,14 ;8,42 ;17,93 ;1,38 ;1,40 ;1,49 ;13,25 ;-2,72 ;-1,36 ;16,36 ;378.066.265,41;;;;;;;14;27,29;17.651
LLAO11;Misto;57,20;57,00;7,31;11,32 ;0,00 ;0,00 ;13,43 ;0,00 ;0,00 ;1,92 ;11,32 ;-2,11 ;8,97 ;8,97 ;18.792.084,65;;;;;;;12;25,56;78
LOFT11B;Fundo de Desenvolvimento;29,90;;47,90;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;142,96 ;0,00 ;0,00 ;;1.930.522,98;;;;;;;2;;8
LPLP11;Indefinido;560,00;1.120,00;1,21;0,00 ;0,00 ;1,16 ;5,40 ;0,00 ;0,19 ;0,45 ;11,25 ;0,00 ;0,00 ;;182.997.115,37;;;;;;;14;46,49;14
LRDI11;Indefinido;80,54;81,00;5,95;0,00 ;0,00 ;13,52 ;13,52 ;0,00 ;13,52 ;13,52 ;13,52 ;0,00 ;0,00 ;;29.760.543,53;;;;;;;14;148,07;100
LSAG11;Indefinido;74,99;62.333,22;1,10;1,45 ;4,55 ;8,95 ;19,04 ;1,52 ;1,49 ;1,59 ;15,76 ;2,40 ;3,88 ;35,63 ;99.344.489,35;99.344.489,35;0,00;0,00 ;0,00 ;0,00 ;0,00 ;0;21,19;2.809
LSOI11;Misto;85,00;;0,10;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;13.422.334,90;;;;;;;2;;9
LSPA11;Papéis;24,01;453,61;20,85;86,84 ;0,00 ;0,00 ;156,10 ;0,00 ;0,00 ;13,01 ;299,45 ;0,00 ;86,84 ;153,73 ;8.473.824,04;;;;;;;14;81,69;727
LTMT11;Imóveis Residenciais;98,42;53.693,00;8,38;8,80 ;0,00 ;0,00 ;8,80 ;0,00 ;0,00 ;8,80 ;8,80 ;0,00 ;0,00 ;;11.782.747,58;;;;;;;1;20,94;110
LUGG11;Imóveis Residenciais;72,82;23.956,00;0,59;0,88 ;2,59 ;5,08 ;9,23 ;0,86 ;0,85 ;0,77 ;9,23 ;-3,20 ;-2,35 ;-10,08 ;132.968.746,75;117,60;0,62;0,51 ;-7,97 ;-7,50 ;-0,34 ;5;10,07;7.962
LVBI11;Imóveis Industriais e Logísticos;103,14;2.919.229,74;0,75;0,73 ;2,21 ;4,46 ;9,83 ;0,74 ;0,74 ;0,82 ;7,21 ;1,49 ;2,23 ;21,86 ;1.896.414.739,23;117,65;0,88;0,64 ;1,86 ;2,51 ;7,78 ;10;18,44;132.366
MALL11;Shoppings;99,90;1.230.798,43;0,86;0,85 ;2,54 ;5,27 ;10,16 ;0,85 ;0,88 ;0,85 ;6,13 ;1,45 ;2,31 ;17,74 ;1.694.865.745,73;121,22;0,82;0,70 ;1,09 ;1,80 ;18,43 ;11;12,50;129.577
MANA11;Indefinido;8,70;1.007.506,13;0,11;1,27 ;3,81 ;7,79 ;16,10 ;1,27 ;1,30 ;1,34 ;12,03 ;0,35 ;1,62 ;30,25 ;346.971.428,48;;;;;;;14;14,71;28.039
MATV11;Indefinido;86,63;13.027,43;0,60;0,73 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;3,11 ;-1,41 ;-0,69 ;-1,08 ;118.155.565,38;91,09;0,95;0,66 ;-1,89 ;-1,24 ;-0,18 ;1;0,37;8.102
MAXR11;Varejo;62,55;76.247,83;0,52;0,82 ;1,85 ;3,42 ;32,00 ;0,62 ;0,57 ;2,67 ;4,53 ;-2,88 ;-2,08 ;11,88 ;115.783.608,37;102,83;0,61;0,34 ;-16,45 ;-16,17 ;-9,97 ;7;18,06;4.308
MBRF11;Lajes Corporativas;;;0,50;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;;1.136,01;;0,88 ;-0,17 ;0,71 ;10,03 ;0;;0
MCCI11;Papéis;88,90;2.510.826,22;1,00;1,18 ;3,32 ;6,72 ;13,42 ;1,11 ;1,12 ;1,12 ;9,13 ;-1,28 ;-0,12 ;31,89 ;1.579.333.452,06;93,12;0,95;0,97 ;0,67 ;1,64 ;6,36 ;14;16,19;108.383
MCEM11;Shoppings;65,13;71.833,89;0,67;1,02 ;2,51 ;3,26 ;8,54 ;0,84 ;0,82 ;2,14 ;3,26 ;0,94 ;1,97 ;29,21 ;102.868.164,54;;;;;;;14;670,06;183
MCHF11;Papéis;9,10;1.778.820,09;2,59;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,51 ;0,00 ;0,00 ;;118.155.565,38;10,38;0,88;0,67 ;9,15 ;9,88 ;12,93 ;1;7,84;8.102
MCHY11;Papéis;8,58;4.789.731,61;0,10;1,39 ;3,81 ;7,19 ;13,89 ;1,27 ;1,20 ;1,16 ;13,89 ;-12,22 ;-11,00 ;-21,94 ;1.060.212.799,64;9,50;0,90;1,05 ;-90,53 ;-90,43 ;-89,35 ;1;26,95;93.666
MCLO11;Imóveis Industriais e Logísticos;10,49;235.648,05;0,08;0,75 ;1,73 ;2,69 ;2,69 ;0,58 ;0,54 ;0,54 ;2,69 ;0,00 ;0,00 ;;1.716.721.037,68;;;;;;;5;28,70;202
MCRE11;Papéis;8,66;2.334.514,22;0,11;1,30 ;3,93 ;7,92 ;16,40 ;1,31 ;1,32 ;1,37 ;10,89 ;0,24 ;1,54 ;48,04 ;1.140.595.244,81;;;;;;;1;21,45;82.519
MFAI11;Fundo de Fundos;69,98;11.326,82;34,18;48,84 ;0,00 ;0,00 ;48,84 ;0,00 ;0,00 ;4,07 ;56,24 ;2,66 ;52,79 ;89,75 ;27.463.042,22;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;14,60;2.301
MFII11;Fundo de Desenvolvimento;79,69;715.539,00;1,06;1,32 ;4,03 ;8,13 ;16,59 ;1,34 ;1,36 ;1,38 ;12,49 ;0,20 ;1,52 ;8,44 ;620.082.880,13;104,00;0,77;1,07 ;-1,64 ;-0,59 ;9,91 ;1;21,71;32.931
MGCR11;Papéis;9,40;259.145,59;0,33;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;8,00 ;0,00 ;0,00 ;;118.155.565,38;9,78;0,96;1,02 ;-89,08 ;-88,97 ;-88,55 ;14;14,56;8.102
MGFF11;Fundo de Fundos;69,99;2.558.695,75;4,26;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;73,54;0,95;0,71 ;2,57 ;3,29 ;-0,09 ;14;8,07;8.102
MGHT11;Hotéis;16,45;40.965,17;0,13;0,42 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;7,24 ;-14,42 ;-14,07 ;-21,90 ;35.669.791,01;50,81;0,32;0,26 ;-40,63 ;-40,48 ;-43,69 ;1;53,40;4.308
