Papel;Setor;Preço Atual (R$);Liquidez Diária (R$);Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas
PRSV11;Lajes Corporativas;38,80;1.104,74;14,10;7,58 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;7,58 ;0,00 ;0,00 ;;32.280.747,79;364,23;0,11;0,44 ;-0,03 ;0,41 ;-3,81 ;1;89,97;813
PRTS11;Shoppings;15.002,63;3.866.546.832,20;0,05;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;19,85;8.102
PULV11;Papéis;8,80;59.986,82;0,10;1,07 ;3,38 ;6,95 ;14,28 ;1,13 ;1,16 ;1,19 ;12,13 ;2,30 ;3,39 ;13,45 ;120.034.745,14;;;;;;;14;50,28;949
PVBI11;Lajes Corporativas;76,56;3.861.904,50;0,45;0,58 ;1,86 ;3,81 ;8,23 ;0,62 ;0,64 ;0,69 ;6,70 ;4,01 ;4,62 ;19,77 ;2.925.418.503,54;107,83;0,71;0,46 ;4,29 ;4,78 ;13,71 ;7;20,99;161.188
QAGR11;agro;41,00;258.464,62;0,46;0,97 ;3,23 ;6,33 ;12,35 ;1,08 ;1,06 ;1,03 ;4,28 ;17,02 ;18,16 ;15,11 ;305.270.267,01;60,57;0,68;0,76 ;8,47 ;9,29 ;8,23 ;12;9,70;17.348
QAMI11;Papéis;84,68;67.019,00;1,00;1,17 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;11,32 ;6,69 ;7,94 ;14,22 ;118.155.565,38;92,80;0,91;1,08 ;1,42 ;2,51 ;14,58 ;14;112,81;8.102
QIRI11;Papéis;78,04;6.867,57;89,64;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;6,90 ;0,00 ;0,00 ;;118.155.565,38;89,61;0,87;100,03 ;-0,41 ;99,21 ;116,58 ;14;9,65;8.102
QNTS11;Indefinido;;;0,75;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;235.159.267,09;;;;;;;2;;137
RBCO11;Lajes Corporativas;;;0,50;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;;90,22;;0,22 ;1,03 ;1,25 ;-7,08 ;0;;0
RBDS11;Fundo de Desenvolvimento;1,91;69,40;2,35;12,63 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;12,63 ;0,00 ;0,00 ;;2.066.446,53;22,98;0,08;0,00 ;0,00 ;0,00 ;0,00 ;14;118,40;821
RBFF11;Fundo de Fundos;50,08;412.793,00;0,51;1,00 ;3,09 ;6,11 ;12,77 ;1,03 ;1,02 ;1,06 ;10,61 ;7,06 ;8,13 ;22,02 ;226.613.726,71;60,44;0,83;0,84 ;-5,31 ;-4,51 ;2,18 ;14;24,49;26.540
RBGS11;Shoppings;28,45;;0,18;0,62 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,62 ;-1,90 ;-1,29 ;-1,29 ;118.155.565,38;90,78;0,31;0,18 ;0,00 ;0,18 ;1,17 ;14;;8.102
RBHG11;Papéis;65,68;372.833,95;0,80;1,21 ;3,61 ;7,22 ;14,70 ;1,20 ;1,20 ;1,23 ;12,33 ;-0,26 ;0,95 ;5,34 ;188.265.268,94;86,84;0,76;0,92 ;-5,69 ;-4,82 ;5,34 ;14;21,86;8.298
RBHY11;Papéis;74,04;242.495,41;1,05;1,39 ;4,15 ;8,17 ;16,65 ;1,38 ;1,36 ;1,39 ;13,95 ;-2,17 ;-0,81 ;17,23 ;172.109.491,35;90,89;0,81;1,16 ;-3,43 ;-2,32 ;10,91 ;14;17,86;3.239
RBIF11;Indefinido;73,49;85.669,05;0,97;1,32 ;3,95 ;7,84 ;15,09 ;1,32 ;1,31 ;1,26 ;13,57 ;0,82 ;2,15 ;24,05 ;;;;;;;;0;23,14;0
RBIR11;Fundo de Desenvolvimento;96,30;181.497,18;1,70;1,74 ;6,79 ;9,24 ;17,84 ;2,26 ;1,54 ;1,49 ;14,13 ;5,91 ;7,76 ;51,14 ;149.015.711,43;;;;;;;14;24,46;1.470
RBLG11;Imóveis Industriais e Logísticos;44,86;45,00;0,61;0,00 ;0,00 ;3,23 ;10,63 ;0,00 ;0,54 ;0,89 ;6,80 ;0,00 ;0,00 ;;41.943.292,96;65,31;0,69;0,93 ;-35,00 ;-34,39 ;-32,00 ;1;90,66;246
RBOP11;Lajes Corporativas;210,00;18.530,82;3,50;0,97 ;0,00 ;0,00 ;1,93 ;0,00 ;0,00 ;0,16 ;16,71 ;-0,40 ;0,57 ;101,33 ;69.537.370,17;;;;;;;2;48,95;2.946
RBRD11;Varejo;40,10;59.140,77;0,50;1,25 ;3,74 ;7,72 ;16,19 ;1,25 ;1,29 ;1,35 ;13,85 ;-0,59 ;0,65 ;45,85 ;120.261.505,83;64,94;0,62;0,77 ;-1,89 ;-1,13 ;-3,13 ;4;23,57;7.470
RBRF11;Fundo de Fundos;6,66;1.857.807,24;0,06;0,91 ;2,70 ;5,41 ;13,37 ;0,90 ;0,90 ;1,11 ;9,23 ;1,69 ;2,62 ;28,27 ;1.180.545.093,64;8,63;0,77;0,70 ;-89,46 ;-89,38 ;-89,32 ;1;17,45;114.706
RBRI11;Fundo de Desenvolvimento;787,50;29.625,00;173,60;25,67 ;25,67 ;30,79 ;72,36 ;8,56 ;5,13 ;6,03 ;62,26 ;0,00 ;0,00 ;;116.740.307,96;;;;;;;1;331,28;131
RBRL11;Imóveis Industriais e Logísticos;84,82;568.531,45;0,75;0,91 ;2,73 ;5,77 ;12,94 ;0,91 ;0,96 ;1,08 ;9,41 ;-0,79 ;0,11 ;46,40 ;702.752.935,76;105,88;0,80;0,71 ;-1,29 ;-0,59 ;7,50 ;6;19,99;13.037
RBRM11;Fundo de Desenvolvimento;94.794,81;;5.302,02;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;2.860.101,93;;;;;;;14;;54
RBRP11;Lajes Corporativas;52,73;828.260,82;0,40;0,80 ;2,43 ;5,02 ;11,60 ;0,81 ;0,84 ;0,97 ;8,25 ;2,03 ;2,84 ;16,29 ;932.654.316,08;76,58;0,69;0,52 ;-6,27 ;-5,78 ;-2,06 ;6;21,75;61.653
RBRR11;Papéis;87,45;2.272.120,91;0,85;0,97 ;3,20 ;6,70 ;13,51 ;1,07 ;1,12 ;1,13 ;10,30 ;0,81 ;1,78 ;33,64 ;1.389.400.148,16;92,27;0,95;1,03 ;-1,91 ;-0,90 ;2,00 ;14;14,67;128.719
RBRS11;Fundo de Desenvolvimento;42,19;35.357,52;0,34;0,61 ;0,90 ;3,59 ;4,23 ;0,90 ;0,60 ;0,35 ;4,23 ;10,98 ;11,66 ;18,73 ;166.535.924,31;96,02;0,44;0,07 ;2,05 ;2,13 ;8,24 ;4;52,18;976
RBRX11;Indefinido;7,99;237.437,45;0,09;1,12 ;3,48 ;6,78 ;13,48 ;1,16 ;1,13 ;1,12 ;10,14 ;4,14 ;5,31 ;33,29 ;285.630.232,20;;;;;;;14;17,42;10.736
RBRY11;Papéis;95,98;3.647.627,59;1,25;1,30 ;3,83 ;7,51 ;14,77 ;1,28 ;1,25 ;1,23 ;11,32 ;4,19 ;5,55 ;48,01 ;1.254.687.847,78;98,26;0,98;1,20 ;-1,63 ;-0,46 ;4,69 ;14;14,98;61.010
RBTS11;Fundo de Desenvolvimento;350,00;1.615,33;6,19;0,00 ;0,00 ;0,00 ;51,51 ;0,00 ;0,00 ;4,29 ;26,82 ;0,00 ;0,00 ;;21.418.467,53;380,02;0,92;1,63 ;-65,26 ;-64,69 ;-58,05 ;14;301,24;133
RBVA11;Varejo;9,32;1.918.888,68;0,09;0,97 ;3,08 ;6,29 ;13,13 ;1,03 ;1,05 ;1,09 ;10,97 ;6,19 ;7,22 ;19,80 ;1.653.037.012,46;10,59;0,88;0,85 ;-90,32 ;-90,24 ;-88,37 ;82;16,38;77.467
RBVO11;Papéis;5,32;1.143,43;5,66;106,30 ;0,00 ;0,00 ;106,30 ;0,00 ;0,00 ;8,86 ;168,13 ;-80,93 ;-60,65 ;146,57 ;2.882.596,37;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;59,12;6.943
RCFF11;Fundo de Fundos;98,00;588,00;3,55;3,76 ;3,76 ;3,76 ;38,52 ;1,25 ;0,63 ;3,85 ;9,17 ;-3,73 ;-0,12 ;59,38 ;33.105.533,70;98,56;0,99;3,60 ;7,75 ;11,63 ;12,01 ;14;132,73;130
RCRB11;Lajes Corporativas;126,56;816.116,77;0,94;0,74 ;2,16 ;3,56 ;8,38 ;0,72 ;0,59 ;0,70 ;6,50 ;-2,81 ;-2,09 ;23,31 ;726.311.878,04;196,80;0,64;0,47 ;-5,08 ;-4,64 ;4,68 ;9;29,89;25.732
RDCI11;Indefinido;;;1,44;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;251.541.139,62;;;;;;;14;;115
RECD11;Papéis;8,01;478,86;0,07;0,88 ;3,24 ;28,31 ;37,53 ;1,08 ;4,72 ;3,41 ;35,33 ;0,00 ;0,88 ;46,29 ;44.441.367,39;;;;;;;0;227,07;325
RECM11;Papéis;8,67;7.318,05;0,12;1,40 ;4,22 ;8,43 ;13,23 ;1,41 ;1,41 ;1,47 ;12,28 ;-2,27 ;-0,90 ;14,84 ;81.076.270,40;;;;;;;0;71,64;724
RECR11;Papéis;80,50;2.167.375,14;0,78;0,96 ;3,33 ;7,80 ;16,34 ;1,11 ;1,30 ;1,36 ;12,24 ;-0,77 ;0,19 ;43,81 ;2.349.157.296,59;88,84;0,91;1,07 ;-6,81 ;-5,81 ;7,20 ;1;17,66;173.162
RECT11;Lajes Corporativas;34,45;265.043,41;0,37;1,15 ;3,55 ;6,98 ;15,04 ;1,18 ;1,16 ;1,25 ;10,99 ;6,90 ;8,13 ;41,97 ;777.292.434,41;90,98;0,38;0,41 ;-2,88 ;-2,49 ;-0,40 ;9;24,68;52.195
REIT11;Papéis;82,10;82,00;2,91;0,00 ;0,00 ;0,00 ;2,76 ;0,00 ;0,00 ;0,23 ;2,76 ;0,00 ;0,00 ;;8.085.445,18;;;;;;;1;48,10;62
RELG11;Imóveis Industriais e Logísticos;66,48;111.379,91;0,80;1,19 ;3,42 ;6,49 ;12,29 ;1,14 ;1,08 ;1,02 ;10,39 ;0,15 ;1,34 ;46,44 ;112.946.200,94;84,63;0,79;0,95 ;-30,69 ;-30,03 ;-24,11 ;5;39,60;4.130
RENV11;Serviços Financeiros Diversos;5,64;12.687,68;0,05;0,84 ;1,56 ;1,90 ;5,29 ;0,52 ;0,32 ;0,88 ;1,90 ;6,44 ;7,33 ;-36,84 ;14.670.497,98;;;;;;;14;143,62;527
RFOF11;Fundo de Fundos;62,16;262.574,00;0,65;1,03 ;3,10 ;6,32 ;13,56 ;1,03 ;1,05 ;1,13 ;11,17 ;0,72 ;1,76 ;25,69 ;74.582.522,58;69,18;0,90;0,94 ;-13,46 ;-12,65 ;-11,59 ;14;24,88;3.839
RIFF11;Indefinido;7,58;198.463,09;0,01;0,08 ;0,00 ;2,63 ;10,80 ;0,00 ;0,44 ;0,90 ;8,05 ;-1,45 ;-1,37 ;22,73 ;;;;;;;;0;37,96;0
RINV11;Indefinido;103,00;192.299,91;1,05;1,02 ;3,07 ;6,25 ;13,27 ;1,02 ;1,04 ;1,11 ;9,77 ;1,43 ;2,46 ;26,67 ;332.727.047,74;;;;;;;14;11,83;3.884
RMAI11;Lajes Corporativas;54,28;635.226,65;0,45;0,76 ;1,50 ;3,69 ;7,69 ;0,50 ;0,62 ;0,64 ;7,01 ;-19,05 ;-18,44 ;1,54 ;260.834.940,60;106,73;0,51;0,51 ;-1,05 ;-0,55 ;1,67 ;2;42,15;1.062
RNDP11;Papéis;40,50;14.794,00;40,38;99,67 ;0,00 ;0,00 ;150,18 ;0,00 ;0,00 ;12,52 ;145,40 ;-5,64 ;88,42 ;309,72 ;4.329.855,96;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;112,03;1.292
RNGO11;Lajes Corporativas;51,00;47.574,68;0,29;0,56 ;1,67 ;4,26 ;9,76 ;0,56 ;0,71 ;0,81 ;7,97 ;2,00 ;2,57 ;38,48 ;224.424.616,92;83,87;0,61;0,32 ;-3,20 ;-2,89 ;1,62 ;4;15,76;7.495
ROOF11;Fundo de Desenvolvimento;354,14;386,00;32,26;0,00 ;0,00 ;1,31 ;19,61 ;0,00 ;0,22 ;1,63 ;15,90 ;0,00 ;0,00 ;;29.157.366,55;;;;;;;39;52,54;81
RPRI11;Papéis;85,33;277.912,18;0,95;1,10 ;3,47 ;7,58 ;15,38 ;1,16 ;1,26 ;1,28 ;12,91 ;3,94 ;5,08 ;25,77 ;341.151.603,66;;;;;;;14;15,43;4.195
RRCI11;Papéis;80,00;561.535,68;0,85;1,05 ;3,32 ;6,91 ;14,85 ;1,11 ;1,15 ;1,24 ;12,13 ;5,88 ;6,99 ;48,56 ;43.398.957,78;90,08;0,89;0,94 ;-4,25 ;-3,35 ;7,69 ;14;19,31;1.662
RSPD11;Fundo de Desenvolvimento;1.009,99;1.009,00;14,20;0,00 ;4,69 ;6,71 ;12,11 ;1,56 ;1,12 ;1,01 ;10,21 ;0,00 ;0,00 ;;137.775.223,56;1.130,10;0,89;0,98 ;-1,08 ;-0,11 ;-0,11 ;14;86,81;139
RURA11;Indefinido;8,17;1.564.964,18;0,11;1,33 ;3,89 ;7,71 ;13,75 ;1,30 ;1,29 ;1,15 ;11,98 ;-0,12 ;1,21 ;32,08 ;1.649.728.358,55;10,30;0,79;1,02 ;0,00 ;0,00 ;0,00 ;0;22,51;85.313
RVBI11;Fundo de Fundos;63,90;862.935,77;0,70;1,10 ;3,31 ;6,69 ;14,25 ;1,10 ;1,12 ;1,19 ;10,51 ;1,93 ;3,05 ;27,34 ;763.211.248,85;74,27;0,86;0,94 ;-11,60 ;-10,77 ;-5,21 ;14;18,70;55.248
RZAG11;Indefinido;9,13;1.041.985,36;0,13;1,35 ;4,16 ;8,57 ;17,94 ;1,39 ;1,43 ;1,50 ;14,84 ;2,66 ;4,05 ;53,12 ;658.972.807,75;9,69;0,94;1,29 ;1,38 ;2,69 ;15,49 ;0;13,00;82.827
RZAK11;Papéis;82,08;1.423.309,45;1,15;1,39 ;4,22 ;8,50 ;19,23 ;1,41 ;1,42 ;1,60 ;14,38 ;2,35 ;3,78 ;46,40 ;770.066.299,21;87,43;0,94;1,32 ;-6,70 ;-5,47 ;4,71 ;14;11,59;44.967
RZAT11;Imóveis Industriais e Logísticos;89,80;561.709,14;1,00;1,09 ;3,43 ;7,32 ;14,96 ;1,14 ;1,22 ;1,25 ;11,30 ;3,06 ;4,18 ;38,37 ;428.220.321,82;;;;;;;13;17,56;35.299
RZEO11;Indefinido;190,00;1.265,00;0,95;0,00 ;0,00 ;0,00 ;22,02 ;0,00 ;0,00 ;4,40 ;19,47 ;0,00 ;0,00 ;;608.675.045,40;192,78;0,99;3,29 ;0,00 ;0,00 ;0,00 ;0;87,57;154
RZLC11;Papéis;1.013,76;695.533,91;13,12;0,00 ;2,60 ;6,22 ;12,74 ;0,87 ;1,04 ;1,06 ;10,66 ;0,00 ;0,00 ;;49.414.055,88;;;;;;;0;27,60;44.967
RZTR11;Misto;91,33;2.240.615,27;1,00;1,08 ;3,28 ;6,78 ;14,69 ;1,09 ;1,13 ;1,22 ;12,10 ;1,19 ;2,28 ;30,72 ;1.845.422.103,71;97,89;0,93;1,02 ;0,47 ;1,50 ;13,15 ;16;13,66;145.638
RZZR11;Imóveis Industriais e Logísticos;140,96;78.794,20;1,21;0,89 ;2,57 ;4,30 ;9,41 ;0,86 ;0,72 ;0,78 ;7,03 ;-6,08 ;-5,24 ;-9,06 ;934.827.452,85;;;;;;;10;73,83;465
SADI11;Papéis;8,70;81.304,95;0,11;1,30 ;3,94 ;7,68 ;14,72 ;1,31 ;1,28 ;1,23 ;12,51 ;0,11 ;1,42 ;28,43 ;149.551.847,93;9,66;0,90;1,18 ;-90,25 ;-90,13 ;-89,06 ;14;12,18;10.939
SALI11;Misto;;;0,90;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;7.499.652,04;;;;;;;5;;2
SAPI11;Misto;8,75;100.164,73;0,11;1,30 ;3,94 ;8,04 ;15,98 ;1,31 ;1,34 ;1,33 ;13,59 ;1,04 ;2,35 ;37,12 ;153.354.428,60;;;;;;;14;20,70;3.265
SARE11;Misto;4,76;291.954,09;0,03;0,57 ;0,00 ;1,69 ;5,28 ;0,00 ;0,28 ;0,44 ;4,18 ;-1,50 ;-0,94 ;36,24 ;718.503.619,48;7,75;0,61;0,34 ;-91,79 ;-91,76 ;-91,52 ;2;23,18;27.703
SCPF11;Shoppings;2,78;522,95;0,05;1,07 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,46 ;-8,68 ;-7,70 ;-11,74 ;44.706.461,35;11,84;0,23;0,38 ;1,11 ;1,49 ;-3,03 ;1;74,77;4.438
SDIL11;Imóveis Industriais e Logísticos;96,50;1.030.917,86;0,75;0,76 ;2,49 ;5,22 ;10,27 ;0,83 ;0,87 ;0,86 ;6,12 ;2,04 ;2,82 ;10,51 ;612.048.658,06;98,33;0,98;0,83 ;-0,22 ;0,61 ;9,86 ;5;14,97;63.292
SEED11;Indefinido;98,34;200,00;0,48;0,00 ;0,00 ;1,12 ;8,08 ;0,00 ;0,19 ;0,67 ;5,89 ;0,00 ;0,00 ;;143.650.165,10;;;;;;;14;31,59;130
SEQR11;Misto;50,63;37.777,14;0,58;1,19 ;3,65 ;7,45 ;15,26 ;1,22 ;1,24 ;1,27 ;11,37 ;4,77 ;6,02 ;23,84 ;154.591.422,12;92,81;0,55;0,63 ;-1,01 ;-0,39 ;5,44 ;4;17,35;4.660
SHOP11;Shoppings;32,00;221,83;6,75;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;74.796.210,46;;;;;;;1;164,56;94
SHPH11;Shoppings;950,00;55.116,14;5,00;0,52 ;1,58 ;5,68 ;9,19 ;0,53 ;0,95 ;0,77 ;8,11 ;-1,52 ;-1,01 ;37,82 ;615.576.907,09;1.010,88;0,94;0,52 ;13,05 ;13,64 ;19,24 ;1;41,90;2.101
SHPP11;Shoppings;10,50;5.072.359,82;0,06;0,54 ;2,52 ;2,52 ;2,52 ;1,26 ;1,26 ;1,26 ;2,52 ;0,00 ;0,00 ;;446.576.480,97;;;;;;;0;37,44;120
SHSO11;Indefinido;;;0,42;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;;8.102
SIGR11;Indefinido;99,90;100,00;1,30;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,32 ;0,00 ;0,00 ;;189.237.471,78;;;;;;;14;1,55;9.280
SJAU11;Imóveis Industriais e Logísticos;5,70;52.459,91;20,13;231,65 ;0,00 ;848,21 ;848,21 ;0,00 ;424,11 ;424,11 ;848,21 ;58,29 ;424,96 ;424,96 ;11.368.378,50;;;;;;;14;4.132,89;360
SMRE11;Incorporações;79,55;349.826,50;1,04;1,30 ;3,86 ;7,69 ;14,73 ;1,29 ;1,28 ;1,23 ;12,46 ;-0,04 ;1,26 ;0,50 ;106.189.776,31;;;;;;;14;48,59;1.401
SNAG11;Papéis;9,58;1.791.688,18;0,12;1,26 ;3,56 ;7,11 ;14,34 ;1,19 ;1,19 ;1,20 ;10,94 ;-0,31 ;0,94 ;20,70 ;626.552.265,15;10,32;0,93;1,07 ;-89,81 ;-89,70 ;-89,36 ;0;14,04;114.380
SNCI11;Papéis;83,93;586.411,36;1,00;1,18 ;3,48 ;6,93 ;14,52 ;1,16 ;1,16 ;1,21 ;10,68 ;-1,29 ;-0,13 ;26,68 ;411.513.897,01;97,98;0,86;1,02 ;0,60 ;1,62 ;11,67 ;14;18,54;37.067
SNEL11;Fundo de Desenvolvimento;8,57;1.309.038,36;0,10;1,16 ;3,54 ;7,19 ;14,67 ;1,18 ;1,20 ;1,22 ;10,88 ;2,26 ;3,45 ;19,19 ;319.081.982,04;;;;;;;14;12,76;41.446
SNFF11;Fundo de Fundos;71,67;505.605,64;0,72;1,01 ;3,05 ;6,15 ;12,22 ;1,02 ;1,03 ;1,02 ;9,32 ;3,02 ;4,06 ;8,75 ;329.098.028,54;81,85;0,88;0,88 ;-7,52 ;-6,71 ;-5,15 ;14;15,27;27.589
SNFZ11;Misto;9,74;58.140,41;0,10;1,03 ;3,09 ;5,15 ;8,85 ;1,03 ;0,86 ;0,74 ;7,08 ;0,62 ;1,66 ;12,86 ;62.625.277,48;10,10;0,96;0,99 ;0,00 ;0,00 ;0,00 ;0;18,28;4.160
SNID11;Indefinido;10,15;98.190,86;0,12;1,17 ;3,54 ;7,16 ;14,16 ;1,18 ;1,19 ;1,18 ;10,76 ;0,69 ;1,86 ;34,91 ;;;;;;;;0;18,65;0
SNLG11;Imóveis Industriais e Logísticos;2,70;243.646,82;0,84;8.400,00 ;0,00 ;8.400,00 ;8.739,80 ;0,00 ;1.400,00 ;728,32 ;8.496,77 ;-96,77 ;174,19 ;457,52 ;1.033.450,75;;;;;;;6;2.223,20;14.012
SNME11;Indefinido;9,56;21.896,14;0,11;1,15 ;3,49 ;7,05 ;14,44 ;1,16 ;1,18 ;1,20 ;10,99 ;1,16 ;2,32 ;20,74 ;68.717.923,77;;;;;;;2;20,36;3.984
SOLR11;Imóveis Comerciais - Outros;1.051,35;4.931.882,00;4,77;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;61.041.579,69;;;;;;;1;121,75;1
SPDE11;Indefinido;1.266,67;2.533,30;5,23;0,00 ;0,00 ;0,46 ;13,45 ;0,00 ;0,46 ;1,12 ;5,91 ;0,00 ;0,00 ;;120.983.880,36;;;;;;;14;49,80;120
SPMO11;Indefinido;144,00;335.334,00;0,43;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;243.991.134,46;;;;;;;14;25,50;14
SPTW11;Lajes Corporativas;34,95;41.316,86;0,42;1,16 ;3,61 ;7,39 ;15,51 ;1,20 ;1,23 ;1,29 ;12,94 ;5,68 ;6,90 ;29,53 ;105.096.958,65;58,45;0,60;0,72 ;4,86 ;5,62 ;21,27 ;1;24,20;18.702
SPVJ11;Shoppings;;;0,15;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;148.949.732,30;23,60;;0,63 ;-79,70 ;-79,57 ;-76,26 ;14;;24
SPXS11;Indefinido;8,55;209.791,45;0,11;1,24 ;3,71 ;7,30 ;14,97 ;1,24 ;1,22 ;1,25 ;11,18 ;3,26 ;4,54 ;24,90 ;191.235.316,28;;;;;;;14;21,05;19.488
SRVD11;Indefinido;3,00;233,91;0,20;2,29 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;3,30 ;-9,79 ;-7,73 ;-7,73 ;15.997.050,50;1,19;2,53;16,87 ;-0,11 ;16,74 ;25,64 ;14;375,98;106
STRX11;Fundo de Desenvolvimento;141,96;142,00;0,91;0,64 ;0,64 ;1,24 ;4,34 ;0,64 ;0,21 ;0,36 ;3,40 ;0,00 ;0,00 ;;229.062.238,46;141,96;1,00;0,63 ;-4,29 ;-3,69 ;7,99 ;3;10,34;111
TCPF11;Misto;39,53;;1,31;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;29.748.832,06;;;;;;;14;;52
TELM11;Indefinido;10,06;201.381,25;0,10;0,00 ;0,00 ;3,11 ;6,60 ;0,00 ;0,52 ;0,73 ;5,90 ;0,00 ;0,00 ;;20.891.845,56;;;;;;;14;58,09;114
TEPP11;Lajes Corporativas;83,53;547.544,09;0,74;0,88 ;2,93 ;6,56 ;13,25 ;0,98 ;1,09 ;1,10 ;11,22 ;4,92 ;5,84 ;24,81 ;412.139.177,14;96,98;0,86;0,94 ;1,32 ;2,27 ;14,14 ;4;15,70;29.774
TGAR11;Fundo de Desenvolvimento;85,37;3.495.031,86;1,00;1,17 ;3,59 ;7,01 ;14,77 ;1,20 ;1,17 ;1,23 ;12,19 ;1,45 ;2,64 ;9,63 ;2.584.732.129,65;109,67;0,78;0,91 ;-14,17 ;-13,39 ;-3,43 ;9;23,48;153.876
TJKB11;Indefinido;248,89;43.551,77;2,90;1,14 ;3,49 ;7,05 ;14,64 ;1,16 ;1,18 ;1,22 ;9,70 ;2,97 ;4,14 ;3,98 ;305.417.278,09;;;;;;;10;62,53;369
TMPS11;Fundo de Fundos;79,71;137.799,41;0,85;1,05 ;3,18 ;6,28 ;15,55 ;1,06 ;1,05 ;1,30 ;11,90 ;0,67 ;1,73 ;23,23 ;90.741.354,56;;;;;;;14;18,17;1.931
TOPP11;Imóveis Comerciais - Outros;68,70;550.658,27;0,84;1,21 ;3,65 ;7,29 ;13,41 ;1,22 ;1,22 ;1,22 ;11,13 ;1,30 ;2,53 ;24,02 ;485.119.903,34;;;;;;;2;28,59;4.705
TORD11;Misto;3,10;17.376,55;0,01;0,32 ;2,03 ;3,13 ;3,72 ;0,68 ;0,52 ;0,31 ;3,72 ;-7,37 ;-7,08 ;-89,75 ;204.056.173,00;13,94;0,22;0,36 ;8,23 ;8,62 ;12,48 ;1;32,67;49.488
TRBL11;Imóveis Industriais e Logísticos;61,12;903.789,50;0,60;0,91 ;2,99 ;5,78 ;11,74 ;1,00 ;0,96 ;0,98 ;9,83 ;5,85 ;6,81 ;11,95 ;666.756.474,86;;;;;;;5;34,92;48.833
TRNT11;Lajes Corporativas;95,56;16.291,62;0,07;0,06 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,71 ;0,00 ;0,00 ;;700.767.001,55;197,64;0,48;0,04 ;0,38 ;0,42 ;-0,87 ;1;41,29;528
TRXB11;Fundo de Desenvolvimento;155,55;1.649.877,64;2,60;1,66 ;4,53 ;7,49 ;20,89 ;1,51 ;1,25 ;1,74 ;15,71 ;4,54 ;6,28 ;58,31 ;389.512.085,89;;;;;;;13;79,31;452
TRXF11;Imóveis Comerciais - Outros;100,00;10.019.160,45;0,93;0,94 ;2,83 ;6,22 ;13,90 ;0,94 ;1,04 ;1,16 ;11,85 ;1,18 ;2,13 ;20,34 ;3.286.127.053,93;101,13;0,99;0,92 ;-4,10 ;-3,21 ;12,31 ;48;12,57;194.366
TRXY11;Outros;8,99;455.849,09;0,11;1,19 ;3,49 ;7,29 ;12,89 ;1,16 ;1,22 ;1,43 ;12,89 ;-3,14 ;-1,99 ;17,34 ;31.610.732,85;;;;;;;0;30,91;676
TSER11;Lajes Corporativas;97,00;194,00;0,96;0,00 ;0,00 ;0,00 ;5,95 ;0,00 ;0,00 ;0,50 ;4,97 ;0,00 ;0,00 ;;134.829.899,38;;;;;;;1;20,10;19
