valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel,dívida_bruta,dívida_líquida
213084000,154368000,135885000,5222000,194595000,106473000,58716000,0.00,tradicional,28.89,consumo não cíclico,carnes e derivados,bauh4,,58716000
36692000,388350000,972058000,20272000,503144000,252399000,27944000,100.00,novo mercado,94.94,consumo cíclico,incorporações,rsid3,379602000,351658000
612694000,5921882000,3777377000,68254000,8602979000,2686529000,1011820000,80.00,nível 1,0.26,utilidade pública,energia elétrica,ceed3,6321008000,5309188000
91072000,59514000,34482000,18372000,519672000,98841000,31563000,0.00,tradicional,13.95,consumo cíclico,hotelaria,hoot4,5000,31558000
3273687000,3341321000,1756413000,94433000,3558826000,745717000,588738000,0.00,tradicional,3.81,utilidade pública,energia elétrica,gepa4,656372000,67634000
276645000,362571000,332505000,22500000,630349000,252398000,11635000,0.00,tradicional,59.77,bens industriais,máquinas e equipamentos industriais,ealt3,97561000,85926000
530892000,386362000,469617000,8789000,579784000,446427000,172661000,0.00,tradicional,34.76,bens industriais,máquinas e equipamentos de construção e agrícolas,mtsa4,28131000,144529000
91478000,587670000,194587000,43769000,1334680000,656846000,52035000,100.00,novo mercado,34.36,consumo cíclico,incorporações,rdni3,548227000,496192000
291807000,433272000,529743000,48046000,1063020000,594884000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt3,386759000,141464000
16223000,12290000,51172000,11900000,67033000,59597000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga4,20754000,28514000
1670317000,2218859000,2727993000,92619000,4749923000,1756839000,371408000,80.00,nível 1,56.01,materiais básicos,madeira,euca3,919950000,548542000
524974000,471814000,328504000,2947000,395876000,227332000,55668000,0.00,tradicional,31.65,materiais básicos,artefatos de ferro e aço,tkno3,2508000,53160000
16223000,12290000,51172000,11900000,67033000,59597000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga3,20754000,28514000
2420000,2420000,9000,2814000,806000,797000,,0.00,tradicional,100.00,financeiro,gestão de recursos e investimentos,ppla11,,
234196000,81692000,258956000,454000,330810000,280216000,156126000,0.00,tradicional,22.00,consumo cíclico,bicicletas,bmks3,3622000,152504000
126199000,521785000,302543000,10000000,960574000,400913000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo3,407097000,395586000
292277000,521973000,659465000,9133000,1677665000,170147000,64713000,0.00,tradicional,63.98,financeiro,exploração de imóveis,hbts5,294409000,229696000
5056867000,7953751000,4032651000,164184000,9963995000,2401899000,633116000,0.00,nível 1,1.30,utilidade pública,energia elétrica,eqma3b,3530000000,2896884000
433879000,497662000,690209000,75645000,987965000,561325000,85536000,0.00,tradicional,12.49,consumo cíclico,fios e tecidos,dohl4,149319000,63783000
42330000,43408000,160407000,20784000,229017000,41609000,17870000,0.00,tradicional,30.35,bens industriais,transporte hidroviário,luxm4,18948000,1078000
103343000,323292000,2105099000,12774000,570899000,330386000,20225000,0.00,tradicional,66.36,materiais básicos,materiais diversos,snsy5,240174000,219949000
455471000,444803000,255243000,63084000,376972000,120228000,38090000,0.00,tradicional,1.33,utilidade pública,energia elétrica,aflt3,27422000,10668000
24696000,119058000,11432000,2058000,314708000,121725000,11242000,0.00,tradicional,49.10,bens industriais,material rodoviário,mwet4,105604000,94362000
62002000,326305000,626989000,12425000,622657000,192008000,15581000,0.00,tradicional,40.01,consumo cíclico,automóveis e motocicletas,plas3,279884000,264303000
45752000,236186000,592373000,8083000,354604000,134913000,397000000,0.00,tradicional,68.43,consumo cíclico,brinquedos e jogos,estr4,115061000,281939000
106734000,103651000,144393000,4825000,654117000,631293000,3083000,0.00,tradicional,8.46,financeiro,bancos,bmin4,,
2288853000,6936186000,8414675000,254034000,19928602000,4011233000,192967000,0.00,nível 1,0.19,utilidade pública,energia elétrica,cbee3,4840300000,4647333000
5593000,2001547000,1338750000,1928000,1163933000,159694000,171174000,100.00,novo mercado,74.05,financeiro,exploração de imóveis,gshp3,2167128000,1995954000
34100000,73419000,126741000,6621000,19510000,1682000,11000,0.00,tradicional,1.07,bens industriais,máquinas e equipamentos industriais,nord3,39330000,39319000
18010000,17844000,165000,3602000,83517000,171000,165000,0.00,nível 1,0.00,bens industriais,transporte hidroviário,psvm11,,165000
3261000,3261000,5023000,153000,5073000,3288000,,100.00,novo mercado,100.00,consumo cíclico,incorporações,ccty3,,
79394000,75925000,673000,11131000,6110000,5587000,3469000,0.00,tradicional,2.02,bens industriais,serviços diversos,dtcy3,,3469000
5302330000,5302330000,2256855000,104831000,31519505000,23510817000,5813282000,0.00,tradicional,46.32,financeiro,bancos,bmeb3,,
3059409000,8764402000,5211994000,119202000,15771597000,3302854000,108292000,0.00,tradicional,36.51,utilidade pública,energia elétrica,coce3,5813285000,5704993000
12956127000,17618216000,4674066000,2213527000,17935501000,5693219000,2145849000,tradicional,2.12,0.00,utilidade pública,energia elétrica,eqpa5,6807938000,4662089000
3273687000,3341321000,1756413000,94433000,3558826000,745717000,588738000,0.00,tradicional,3.81,utilidade pública,energia elétrica,gepa3,656372000,67634000
207580782000,190634378000,92027435000,15761638000,140754995000,41940170000,19840921000,80.00,tradicional,27.89,consumo não cíclico,cervejas e refrigerantes,abev3,2894517000,16946404000
5819200000,5819200000,10833866000,408974000,156338226000,146627096000,3435018000,100.00,nível 1,50.61,financeiro,bancos,brsr5,,
9213733000,67066291000,16240566000,10352509000,135725711000,57921048000,14596280000,100.00,nível 1,11.52,consumo não cíclico,açucar e alcool,raiz4,72448838000,57852558000
412246160000,731836160000,399222000000,12888732000,1174890000000,135859000000,51847000000,100.00,nível 2,60.70,petróleo. gás e biocombustíveis,exploração. refino e distribuição,petr4,371437000000,319590000000
69043815000,68960471000,19736147000,5266500000,47031043000,16426800000,14621493000,100.00,nível 1,99.37,financeiro,serviços financeiros diversos,b3sa3,14538149000,83344000
12461336000,14574004000,801593000,864170000,5519521000,1091879000,571787000,novo mercado,99.02,100.00,bens industriais,serviços de apoio e armazenagem,stbp3,2684455000,2112668000
4277482000,11806958000,5158009000,562826000,27411776000,14896393000,322566000,100.00,novo mercado,66.65,consumo cíclico,incorporações,mrve3,7852042000,7529476000
298031237000,364260237000,218127000000,4539007000,484953000000,87682000000,32393000000,100.00,novo mercado,94.09,materiais básicos,minerais metálicos,vale3,98622000000,66229000000
7548907000,7763097000,20751327000,1253079000,35309875000,16354384000,6035997000,0.00,nível 1,53.95,materiais básicos,siderurgia,usim5,6250187000,214190000
6380421000,18177690000,1291833000,1000066000,45345889000,28397310000,14893215000,100.00,novo mercado,42.98,consumo não cíclico,carnes e derivados,beef3,26690484000,11797269000
977599000,1194482000,468360000,525591000,3765057000,2223770000,328972000,100.00,novo mercado,100.00,consumo cíclico,viagens e turismo,cvcb3,545855000,216883000
22000844000,75248890000,7191060000,3679070000,126036274000,26882697000,13527889000,100.00,novo mercado,62.18,petróleo. gás e biocombustíveis,exploração. refino e distribuição,csan3,66775935000,53248046000
3445492000,19493989000,2648975000,362302000,29775568000,7615071000,3439077000,100.00,novo mercado,33.63,consumo cíclico,aluguel de carros,movi3,19487574000,16048497000
32562400000,65115603000,15545938000,2020000000,67325620000,11613762000,7710405000,100.00,novo mercado,49.27,bens industriais,exploração de rodovias,motv3,40263608000,32553203000
129946841000,134057841000,89574000000,10993810000,114124000000,13025000000,7323000000,80.00,nível 1,65.74,financeiro,holdings diversificadas,itsa4,11434000000,4111000000
7740725000,9005897000,4444823000,1136271000,9779703000,6022307000,1993905000,80.00,nível 2,76.12,bens industriais,material rodoviário,pomo4,3259077000,1265172000
36266319000,48551399000,28473167000,2861781000,63411229000,13612195000,2978857000,0.00,nível 1,81.34,utilidade pública,energia elétrica,cmig4,15263937000,12285080000
41182816000,58164955000,25596150000,2982810000,60742037000,12093928000,2905739000,100.00,nível 2,100.00,utilidade pública,energia elétrica,cple6,19887878000,16982139000
6828991000,17279768000,12403468000,464557000,42140541000,8373555000,5431219000,100.00,novo mercado,99.91,petróleo. gás e biocombustíveis,exploração. refino e distribuição,brav3,15881996000,10450777000
317590000,8861590000,1539000000,95086000,33525000000,14020000000,1883000000,100.00,novo mercado,99.75,consumo cíclico,eletrodomésticos,bhia3,10427000000,8544000000
3033926000,5677185000,2203050000,760382000,6876136000,2378352000,1095373000,100.00,novo mercado,99.93,bens industriais,transporte hidroviário,hbsa3,3738632000,2643259000
44907107000,78227384000,25487173000,1082620000,81318753000,17427494000,8249249000,100.00,novo mercado,79.72,consumo cíclico,aluguel de carros,rent3,41569526000,33320277000
27170873000,26844879000,5077357000,599401000,9219852000,3145240000,2005729000,100.00,novo mercado,87.53,tecnologia da informação,programas e serviços,tots3,1679735000,325994000
1838163000,4505163000,2688000000,490177000,18148000000,4828000000,1368000000,100.00,novo mercado,77.40,consumo não cíclico,alimentos,pcar3,4035000000,2667000000
251456733000,251456733000,63703322000,11506119000,545461564000,473688143000,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac11,,
35528388000,38272611000,6995144000,1718007000,23825807000,13753306000,538390000,100.00,novo mercado,74.49,saúde,medicamentos e outros produtos,radl3,3282613000,2744223000
12570000,882511000,201372000,104756000,1466247000,732429000,101324000,100.00,nível 1,82.23,telecomunicações,telecomunicações,ifcm3,971265000,869941000
183325864000,183325864000,175635225000,10592012000,2202774724000,1788672711000,225625971000,100.00,nível 1,62.16,financeiro,bancos,bbdc3,,
109121806000,120401812000,68438152000,3226546000,123899419000,24248764000,6796561000,80.00,tradicional,24.64,telecomunicações,telecomunicações,vivt3,18076567000,11280006000
68360000000,61104443000,12869841000,2000000000,20441629000,8665648000,7255557000,100.00,novo mercado,31.87,financeiro,seguradoras,bbse3,,7255557000
158617570000,201197800000,109289887000,2588720000,266502447000,52374181000,28255723000,80.00,nível 1,97.21,utilidade pública,energia elétrica,elet3,70835953000,42580230000
63198692000,65929030000,19070634000,740465000,66844714000,36550604000,9387262000,100.00,novo mercado,99.20,bens industriais,material aeronáutico e de defesa,embr3,12117600000,2730338000
18119441000,61182651000,2834441000,857928000,137817432000,53153889000,22976784000,novo mercado,33.58,100.00,consumo não cíclico,carnes e derivados,mrfg3,66039994000,43063210000
2096811000,9336487000,3056777000,349724000,17465355000,9104660000,1725995000,80.00,nível 1,59.71,bens industriais,material rodoviário,rapt4,8965671000,7239676000
1822342000,1742670000,1716262000,462523000,3944594000,1533165000,514399000,100.00,novo mercado,66.53,consumo não cíclico,produtos diversos,petz3,434727000,79672000
22825925000,48926312000,10239102000,6179682000,62163679000,16586925000,9725682000,100.00,nível 2,63.92,materiais básicos,papel e celulose,klbn11,35826069000,26100387000
31760111000,27393528000,10097436000,5485338000,36313111000,16750738000,13602187000,100.00,nível 1,20.25,materiais básicos,minerais metálicos,cmin3,9235604000,4366583000
45030000000,43916600000,13330716000,3000000000,14423704000,1717451000,1113400000,100.00,novo mercado,17.25,financeiro,seguradoras,cxse3,,1113400000
14806548000,19234312000,6019582000,519163000,12802394000,2208919000,1061916000,100.00,nível 2,52.93,financeiro,exploração de imóveis,mult3,5489680000,4427764000
46403439000,92107239000,27995081000,1248075000,116701444000,25128826000,9408177000,100.00,novo mercado,100.00,utilidade pública,energia elétrica,eqtl3,55111977000,45703800000
14386385000,17717712000,5722890000,586242000,19095990000,4232675000,2958250000,0.00,tradicional,52.44,consumo cíclico,atividades esportivas,smft3,6289577000,3331327000
5513691000,41778691000,3805000000,797207000,91303000000,30743000000,10304000000,100.00,nível 1,34.97,materiais básicos,petroquímicos,brkm5,46569000000,36265000000
59551788000,55878144000,25213227000,2420804000,57371375000,14085946000,6528627000,100.00,novo mercado,33.40,telecomunicações,telecomunicações,tims3,2854983000,3673644000
4619368000,7987396000,5988659000,681322000,15473499000,5572007000,2218411000,100.00,novo mercado,43.12,consumo cíclico,incorporações,jhsf3,5586439000,3368028000
14186941000,11220706000,13446790000,542936000,26434116000,3817026000,2966235000,100.00,novo mercado,92.76,financeiro,exploração de imóveis,alos3,,2966235000
1306341000,3212696000,1232630000,346509000,4585303000,1465549000,623332000,100.00,nível 1,49.46,bens industriais,construção pesada,arml3,2529687000,1906355000
36511021000,83513021000,36192000000,1213797000,113489000000,21511000000,6311000000,100.00,novo mercado,16.07,utilidade pública,energia elétrica,neoe3,53313000000,47002000000
5953657000,25884532000,3777957000,696334000,32690853000,4228476000,2981531000,100.00,novo mercado,47.92,bens industriais,exploração de rodovias,ecor3,22912406000,19930875000
4718296000,3394881000,4019472000,902160000,4456298000,2912340000,1409822000,100.00,novo mercado,29.67,consumo cíclico,calçados,grnd3,86407000,1323415000
1037258000,2145258000,4376000000,200243000,16175000000,6356000000,775000000,0.10,nível 1,69.88,consumo cíclico,produtos diversos,amer3,1883000000,1108000000
15721504000,22996515000,12254236000,633420000,25153665000,6287208000,1863762000,100.00,novo mercado,64.65,saúde,medicamentos e outros produtos,hype3,9138773000,7275011000
7137608000,12970042000,5179102000,443329000,17610712000,7720453000,1149612000,100.00,novo mercado,43.81,consumo não cíclico,agricultura,slce3,6982046000,5832434000
546112000,2076071000,1461366000,133851000,6462804000,3179783000,210416000,100.00,novo mercado,49.01,consumo cíclico,incorporações,hbor3,1740375000,1529959000
3688542000,4861392000,4438631000,293440000,7201845000,1135282000,651548000,100.00,nível 1,93.96,petróleo. gás e biocombustíveis,exploração. refino e distribuição,recv3,1824398000,1172850000
14184001000,15271742000,10217395000,2209346000,20393545000,11817576000,1027777000,100.00,novo mercado,21.00,consumo não cíclico,produtos diversos,gmat3,2115518000,1087741000
18732680000,31131011000,20907007000,658883000,45643761000,7065287000,2420162000,0.00,nível 1,64.18,utilidade pública,energia elétrica,isae4,14818493000,12398331000
984647000,1142534000,2971220000,820539000,5346369000,3620676000,498873000,100.00,nível 1,47.06,tecnologia da informação,computadores e equipamentos,mlas3,656760000,157887000
10860530000,16162279000,11784306000,1511205000,24914480000,2970923000,1396323000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr11,6698072000,5301749000
4156805000,4494749000,5015996000,220989000,7031122000,3134468000,1193769000,100.00,novo mercado,44.05,consumo cíclico,incorporações,eztc3,1531713000,337944000
10329459000,10101696000,1329968000,291875000,5183964000,3005750000,1530875000,100.00,novo mercado,43.72,consumo cíclico,incorporações,cury3,1303112000,227763000
2849371000,3033408000,911158000,204256000,3049801000,2561497000,553766000,100.00,novo mercado,26.62,financeiro,intermediação imobiliária,plpl3,737803000,184037000
6563648000,5934293000,1290301000,552495000,2248918000,756071000,629355000,100.00,novo mercado,45.96,saúde,serviços médicos. hospitalares. análises e diagnósticos,odpv3,,629355000
1400207000,7943145000,7611977000,752799000,20220243000,5462136000,1407162000,0.00,tradicional,19.32,saúde,serviços médicos. hospitalares. análises e diagnósticos,dasa3,7950100000,6542938000
445492000,3297834000,1787203000,322820000,9204031000,4814005000,812400000,100.00,nível 1,56.46,saúde,serviços médicos. hospitalares. análises e diagnósticos,vveo3,3664742000,2852342000
13477524000,13477524000,7518664000,1269070000,66687123000,59411783000,2164000,100.00,nível 1,22.21,financeiro,bancos,bpan4,,
7181974000,7001961000,4133329000,683062000,6194674000,3031060000,864577000,0.00,nível 1,27.74,consumo cíclico,calçados,alpa4,684564000,180013000
6199575000,8129502000,2183556000,270016000,6637146000,3172894000,750162000,80.00,nível 1,33.14,bens industriais,material rodoviário,fras3,2680089000,1929927000
7548907000,7763097000,20751327000,1253079000,35309875000,16354384000,6035997000,80.00,nível 1,53.95,materiais básicos,siderurgia,usim3,6250187000,214190000
5614874000,5614874000,6700376000,244656000,61006535000,55350917000,798360000,100.00,nível 2,30.59,financeiro,bancos,abcb4,,
804385000,4242162000,1989207000,303541000,7445998000,2616614000,1506471000,100.00,nível 1,31.69,consumo não cíclico,açucar e alcool,jall3,4944248000,3437777000
752537000,510312000,1038173000,152644000,2753333000,778332000,707624000,100.00,novo mercado,22.82,financeiro,exploração de imóveis,syne3,465399000,242225000
372280000,619629000,937277000,286369000,2479058000,518772000,297723000,100.00,novo mercado,98.66,consumo cíclico,restaurante e similares,meal3,545072000,247349000
1710899000,5717107000,4198648000,153719000,14452673000,6592673000,1624952000,100.00,novo mercado,84.74,consumo cíclico,automóveis e motocicletas,mypk3,5631160000,4006208000
5106672000,5008330000,1513812000,357374000,2807640000,1804855000,910228000,0.00,tradicional,56.37,bens industriais,motores. compressores e outros,shul4,811886000,98342000
34668769000,59003953000,12304166000,815927000,56544112000,8217512000,4625662000,100.00,novo mercado,31.28,utilidade pública,energia elétrica,egie3,28960846000,24335184000
182367000,16267000,306081000,202630000,420928000,242259000,198635000,100.00,nível 1,72.16,consumo cíclico,tecidos. vestuário e calçados,enju3,,198635000
631067000,1238818000,1274569000,126634000,2563359000,1480437000,194378000,100.00,nível 2,59.85,bens industriais,armas e munições,tasa4,802129000,607751000
11501572000,20580227000,8570256000,988880000,31334837000,6556473000,3696420000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup11,12775075000,9078655000
3152038000,4394008000,1530489000,234178000,3784204000,1224853000,519216000,0.10,novo mercado,72.98,bens industriais,serviços diversos,mils3,1761186000,1241970000
2075908000,1602474000,1127179000,87003000,1620653000,1084743000,492436000,100.00,novo mercado,93.58,tecnologia da informação,programas e serviços,bmob3,19002000,473434000
1956500000,5677455000,3429756000,350000000,11340162000,6364479000,1907191000,100.00,novo mercado,27.08,consumo não cíclico,alimentos diversos,caml3,5628146000,3720955000
4815299000,5784753000,1402852000,82950000,4045501000,1366939000,932773000,100.00,novo mercado,55.82,utilidade pública,água e saneamento,orvr3,1902227000,969454000
2489542000,2671238000,1690841000,84909000,4576479000,2307959000,316610000,0.00,novo mercado,62.91,consumo cíclico,incorporações,mdne3,498306000,181696000
409049869000,409049869000,214918000000,10784548000,2969351000000,2785733000000,34369000000,80.00,nível 1,52.98,financeiro,bancos,itub3,,
66750000,1491640000,2002085000,11162000,5154481000,3036365000,202162000,100.00,novo mercado,99.82,consumo cíclico,incorporações,gfsa3,1627052000,1424890000
1322433000,1420055000,642431000,159907000,2445103000,556281000,304768000,100.00,novo mercado,47.07,financeiro,corretoras de seguros,wizc3,402390000,97622000
1926103000,2159577000,1270411000,362049000,2364537000,2364537000,325845000,100.00,nível 1,24.96,telecomunicações,telecomunicações,fiqe3,559319000,233474000
1349002000,1927767000,1314456000,128721000,3377912000,952940000,250983000,100.00,novo mercado,40.60,consumo cíclico,serviços educacionais,seer3,829748000,578765000
466414000,1921517000,2006511000,103188000,5204727000,563356000,190278000,100.00,nível 1,47.14,financeiro,intermediação imobiliária,hbre3,1645381000,1455103000
2023211000,2649570000,1542863000,364542000,4659040000,994728000,655979000,100.00,nível 1,12.39,consumo cíclico,serviços educacionais,csed3,1282338000,626359000
2260363000,2494756000,2350165000,179393000,3621064000,1969159000,310777000,100.00,nível 1,16.55,saúde,serviços médicos. hospitalares. análises e diagnósticos,blau3,545170000,234393000
,450544000,807141000,314987000,15480372000,15333387000,450544000,100.00,nível 2,44.99,financeiro,bancos,brbi11,,
1014026000,1542603000,1385550000,123812000,5636171000,3957027000,263542000,100.00,novo mercado,73.46,saúde,medicamentos e outros produtos,pfrm3,792119000,528577000
1431593000,2459152000,1234102000,150377000,3326445000,1914041000,194052000,100.00,tradicional,47.41,saúde,medicamentos e outros produtos,pnvl3,1221611000,1027559000
1414560000,1812814000,1534996000,186617000,3292028000,2862338000,567173000,100.00,novo mercado,38.37,consumo cíclico,incorporações,tris3,965427000,398254000
798262000,838608000,1069819000,206269000,2596784000,1938031000,398683000,100.00,novo mercado,92.04,consumo cíclico,incorporações,melk3,439029000,40346000
903165000,1764594000,1472331000,275355000,4243381000,904569000,259808000,100.00,novo mercado,38.45,consumo cíclico,restaurante e similares,zamp3,1121237000,861429000
7740725000,9005897000,4444823000,1136271000,9779703000,6022307000,1993905000,100.00,nível 2,76.12,bens industriais,material rodoviário,pomo3,3259077000,1265172000
87947000,5330831000,6658139000,81433000,1559819000,342941000,37239000,100.00,novo mercado,100.00,materiais básicos,artefatos de cobre,pmam3,5280123000,5242884000
68626000,68622000,23642000,31822000,41658000,13921000,4000,0.00,tradicional,61.28,bens industriais,material rodoviário,rcsl3,,4000
363781000,1007952000,1292895000,373114000,3026411000,277677000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew4,731574000,644171000
2055722000,3207209000,2177728000,102683000,3837002000,1177848000,159816000,100.00,novo mercado,62.15,consumo não cíclico,agricultura,agro3,1311303000,1151487000
253450000,1974850000,208276000,62120000,1954226000,737170000,29388000,100.00,nível 1,57.08,bens industriais,máquinas e equipamentos industriais,aeri3,1750788000,1721400000
7228871000,8997692000,4177323000,1214491000,7791679000,1940835000,1598187000,0.00,tradicional,55.81,financeiro,exploração de imóveis,igti3,3367008000,1768821000
259461000,405001000,826833000,61776000,1359088000,549632000,10056000,100.00,nível 1,98.69,bens industriais,produtos para construção,eter3,155596000,145540000
129946841000,134057841000,89574000000,10993810000,114124000000,13025000000,7323000000,80.00,nível 1,65.74,financeiro,holdings diversificadas,itsa3,11434000000,4111000000
