valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,dívida_bruta,dívida_líquida,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel
492897000,3247319000,2241003000,37886000,8630074000,4835201000,3028050000,2754422000,273628000,100.00,novo mercado,0.00,consumo cíclico,automóveis e motocicletas,amob3
575070000,1237687000,289343000,513456000,2018171000,526997000,672865000,662617000,10248000,0.10,novo mercado,46.13,consumo cíclico,tecidos. vestuário e calçados,amar3
35893966000,48179046000,28473167000,2861781000,63411229000,13612195000,15263937000,12285080000,2978857000,80.00,nível 1,81.34,utilidade pública,energia elétrica,cmig3
756546000,1362845000,1229154000,93170000,2576312000,1537432000,810719000,606299000,204420000,100.00,novo mercado,53.55,bens industriais,máquinas e equipamentos industriais,romi3
2745666000,2868314000,510935000,153218000,822781000,562662000,146322000,122648000,23674000,0.00,nível 2,5.66,consumo cíclico,vestuário,tfco4
436489000,1915516000,1957033000,103188000,5000718000,503276000,1606141000,1479027000,127114000,100.00,nível 1,47.14,financeiro,intermediação imobiliária,hbre3
94968000,593959000,319278000,73619000,1147146000,339408000,572618000,498991000,73627000,100.00,novo mercado,61.24,consumo cíclico,incorporações,tcsa3
1387618000,1966383000,1314456000,128721000,3377912000,952940000,829748000,578765000,250983000,100.00,novo mercado,40.60,consumo cíclico,serviços educacionais,seer3
7250521000,6956460000,8768448000,393096000,8818001000,294544000,,294061000,294061000,80.00,nível 1,71.57,financeiro,holdings diversificadas,brap3
122028179000,122028179000,123852072000,7498531000,1263370224000,1126051979000,,,21583905000,100.00,nível 1,9.88,financeiro,bancos,sanb4
7239146000,9007967000,4177323000,1214491000,7791679000,1940835000,3367008000,1768821000,1598187000,0.00,tradicional,55.81,financeiro,exploração de imóveis,igti3
54494000,967322000,1791043000,44605000,440271000,154150000,924788000,912828000,11960000,0.00,tradicional,85.61,bens industriais,máquinas e equipamentos industriais,inep3
81826000,10121336000,15495962000,330121000,18729654000,4601185000,11188856000,10039510000,1149346000,80.00,nível 1,90.04,telecomunicações,telecomunicações,oibr4
628134000,950182000,1059074000,118292000,2878610000,742340000,438469000,322048000,116421000,100.00,novo mercado,6.19,saúde,serviços médicos. hospitalares. análises e diagnósticos,aalr3
95538000,967833000,453746000,16969000,2769627000,1324375000,1011720000,872295000,139425000,100.00,nível 1,37.28,consumo não cíclico,agricultura,agxy3
194635000,10612000,642573000,64663000,1445578000,724575000,,205248000,205248000,nível 1,32.77,100.00,telecomunicações,telecomunicações,lvtc3
39203000,48813000,43263000,13244000,136774000,100668000,15426000,9610000,5816000,100.00,tradicional,24.56,materiais básicos,fertilizantes e defensivos,nutr3
188869000,118297000,242580000,147554000,403897000,120111000,,70572000,70572000,100.00,tradicional,70.66,financeiro,intermediação imobiliária,lpsb3
122028179000,122028179000,123852072000,7498531000,1263370224000,1126051979000,,,21583905000,100.00,nível 1,9.88,financeiro,bancos,sanb3
7681331000,14814331000,2019000000,193759000,13007000000,3697000000,7915000000,7133000000,782000000,0.00,tradicional,0.32,utilidade pública,energia elétrica,ektr4
543782000,855610000,1045955000,114000000,1679929000,517712000,345344000,311828000,33516000,100.00,novo mercado,96.56,consumo cíclico,tecidos. vestuário e calçados,vste3
63454000,60464000,40889000,14860000,56747000,6445000,,2990000,2990000,0.00,tradicional,12.92,financeiro,holdings diversificadas,epar3
3176256000,2929703000,3984960000,363046000,74509301000,68245397000,,,246553000,0.00,tradicional,11.55,financeiro,bancos,bsli3
