valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel,dívida_bruta,dívida_líquida
3570961000,3718674000,3076452000,327611000,5211775000,3734054000,837635000,100.00,novo mercado,34.93,telecomunicações,telecomunicações,intb3,985348000,147713000
8078196000,10467681000,2601003000,439988000,6278712000,923359000,284092000,100.00,novo mercado,43.34,bens industriais,serviços de apoio e armazenagem,port3,2673577000,2389485000
23306596000,52403284000,18226858000,2289424000,79416800000,17857182000,8717614000,100.00,nível 2,71.31,utilidade pública,energia elétrica,engi11,37814302000,29096688000
4510800000,3187385000,4019472000,902160000,4456298000,2912340000,1409822000,100.00,novo mercado,29.67,consumo cíclico,calçados,grnd3,86407000,1323415000
142589000,10182099000,15495962000,330121000,18729654000,4601185000,1149346000,100.00,nível 1,90.04,telecomunicações,telecomunicações,oibr3,11188856000,10039510000
407701000,279709000,489790000,195072000,3738105000,2711456000,624792000,100.00,novo mercado,95.63,consumo não cíclico,produtos diversos,ljqq3,496800000,127992000
35744670000,52726809000,25596150000,2982810000,60742037000,12093928000,2905739000,100.00,nível 2,100.00,utilidade pública,energia elétrica,cple3,19887878000,16982139000
2851698000,6107590000,4361183000,651072000,13339421000,4200378000,673350000,100.00,nível 1,31.40,bens industriais,máquinas e equipamentos industriais,cbav3,3929242000,3255892000
13333508000,20973815000,11991948000,633420000,24237607000,5611934000,1203615000,100.00,novo mercado,64.65,saúde,medicamentos e outros produtos,hype3,8843922000,7640307000
409584000,1939543000,1461366000,133851000,6462804000,3179783000,210416000,100.00,novo mercado,49.01,consumo cíclico,incorporações,hbor3,1740375000,1529959000
1097331000,2205331000,4376000000,200243000,16175000000,6356000000,775000000,0.10,nível 1,69.88,consumo cíclico,produtos diversos,amer3,1883000000,1108000000
2919795000,3349261000,1179662000,123094000,5850578000,3647393000,761207000,100.00,novo mercado,98.69,consumo cíclico,incorporações,tend3,1190673000,429466000
5131271000,7341470000,8339548000,206489000,15516832000,6865973000,823162000,100.00,novo mercado,56.14,consumo cíclico,tecidos. vestuário e calçados,azza3,3033361000,2210199000
3881168000,621989000,5207666000,82263000,15788614000,5780296000,4503158000,100.00,novo mercado,99.48,financeiro,seguradoras,irbr3,,4503158000
5261062000,5261062000,10833866000,408974000,156338226000,146627096000,3435018000,100.00,nível 1,50.61,financeiro,bancos,brsr6,,
3465527000,4638377000,4438631000,293440000,7201845000,1135282000,651548000,100.00,nível 1,93.96,petróleo. gás e biocombustíveis,exploração. refino e distribuição,recv3,1824398000,1172850000
7004609000,12837043000,5179102000,443329000,17610712000,7720453000,1149612000,100.00,novo mercado,43.81,consumo não cíclico,agricultura,slce3,6982046000,5832434000
2236178000,2086090000,993359000,66002000,1397078000,751456000,347151000,100.00,novo mercado,48.48,bens industriais,transporte rodoviário,tgma3,197063000,150088000
639032000,1584929000,1312984000,284014000,3801619000,1199774000,435514000,0.10,novo mercado,98.05,saúde,serviços médicos. hospitalares. análises e diagnósticos,qual3,1381411000,945897000
21658686000,49544102000,10192494000,6179682000,60335243000,15144906000,8082753000,100.00,nível 2,63.92,materiais básicos,papel e celulose,klbn4,35968169000,27885416000
14007254000,15094995000,10217395000,2209346000,20393545000,11817576000,1027777000,100.00,novo mercado,21.00,consumo não cíclico,produtos diversos,gmat3,2115518000,1087741000
1286796000,1272277000,728883000,179720000,1526025000,1007161000,358239000,100.00,novo mercado,98.19,bens industriais,máquinas e equipamentos industriais,kepl3,343720000,14519000
43658920000,68380069000,21481780000,1152254000,79238240000,16105849000,4210654000,100.00,novo mercado,16.29,utilidade pública,energia elétrica,cpfe3,28931803000,24721149000
7630530000,7621553000,2203628000,520500000,11566858000,5250822000,2124580000,100.00,novo mercado,62.51,consumo cíclico,incorporações,dirr3,2115603000,8977000
29962798000,20009060000,14482210000,646586000,50945015000,28063312000,9953738000,100.00,novo mercado,28.23,financeiro,seguradoras,pssa3,,9953738000
8945971000,8718208000,1329968000,291875000,5183964000,3005750000,1530875000,100.00,novo mercado,43.72,consumo cíclico,incorporações,cury3,1303112000,227763000
812333000,970220000,2971220000,820539000,5346369000,3620676000,498873000,100.00,nível 1,47.06,tecnologia da informação,computadores e equipamentos,mlas3,656760000,157887000
2869592000,5042570000,3155670000,244012000,8671530000,4664963000,410459000,100.00,novo mercado,60.31,consumo cíclico,produtos diversos,sbfg3,2583437000,2172978000
17716525000,29998318000,20601977000,658883000,43946662000,6605421000,1830261000,0.00,nível 1,64.18,utilidade pública,energia elétrica,isae4,14112054000,12281793000
10608662000,15910411000,11784306000,1511205000,24914480000,2970923000,1396323000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr11,6698072000,5301749000
1937287000,8398201000,5588972000,372555000,26154614000,6482628000,3176380000,100.00,novo mercado,99.81,utilidade pública,energia elétrica,ligt3,9637294000,6460914000
1653536000,5999077000,2852589000,661414000,10301343000,3374080000,968011000,100.00,nível 1,46.26,saúde,medicamentos e outros produtos,onco3,5313552000,4345541000
6831660000,9049212000,4484862000,498297000,11584408000,7670246000,1846789000,100.00,nível 1,22.52,consumo não cíclico,agricultura,tten3,4064341000,2217552000
565782000,1179130000,1597858000,141800000,4162288000,2685925000,675876000,100.00,novo mercado,51.71,tecnologia da informação,computadores e equipamentos,posi3,1289224000,613348000
3394392000,3732336000,5015996000,220989000,7031122000,3134468000,1193769000,100.00,novo mercado,44.05,consumo cíclico,incorporações,eztc3,1531713000,337944000
3053627000,3237664000,911158000,204256000,3049801000,2561497000,553766000,100.00,novo mercado,26.62,financeiro,intermediação imobiliária,plpl3,737803000,184037000
5169370000,12703260000,6934315000,332435000,21912196000,6596560000,2790212000,100.00,novo mercado,41.10,consumo não cíclico,açucar e alcool,smto3,10324102000,7533890000
348646000,3200988000,1787203000,322820000,9204031000,4814005000,812400000,100.00,nível 1,56.46,saúde,serviços médicos. hospitalares. análises e diagnósticos,vveo3,3664742000,2852342000
9644932000,9644932000,7518664000,1269070000,66687123000,59411783000,2164000,100.00,nível 1,22.21,financeiro,bancos,bpan4,,
993695000,7536633000,7611977000,752799000,20220243000,5462136000,1407162000,0.00,tradicional,19.32,saúde,serviços médicos. hospitalares. análises e diagnósticos,dasa3,7950100000,6542938000
12391605000,21803433000,7612368000,1033496000,21504866000,3198267000,896883000,100.00,nível 2,63.44,utilidade pública,energia elétrica,taee11,10308711000,9411828000
6438164000,6258151000,4133329000,683062000,6194674000,3031060000,864577000,0.00,nível 1,27.74,consumo cíclico,calçados,alpa4,684564000,180013000
7292942000,6919040000,1291697000,552495000,2118058000,503735000,373902000,100.00,novo mercado,45.96,saúde,serviços médicos. hospitalares. análises e diagnósticos,odpv3,,373902000
4397952000,5170526000,5527430000,499200000,13546372000,8442818000,1200094000,0.00,nível 1,16.41,consumo cíclico,tecidos. vestuário e calçados,guar3,1972668000,772574000
6388008000,7318140000,24277714000,1253079000,40655884000,18064823000,6743961000,80.00,nível 1,53.95,materiais básicos,siderurgia,usim3,7674093000,930132000
5959260000,7889187000,2183556000,270016000,6637146000,3172894000,750162000,80.00,nível 1,33.14,bens industriais,material rodoviário,fras3,2680089000,1929927000
5284588000,5284588000,6581403000,244656000,62051325000,56432308000,558095000,100.00,nível 2,30.59,financeiro,bancos,abcb4,,
2245444000,2245444000,4472589000,583232000,48301069000,40285796000,537838000,100.00,nível 1,27.45,financeiro,bancos,bmgb4,,
366552000,613901000,937277000,286369000,2479058000,518772000,297723000,100.00,novo mercado,98.66,consumo cíclico,restaurante e similares,meal3,545072000,247349000
5043221000,4944879000,1513812000,357374000,2807640000,1804855000,910228000,0.00,tradicional,56.37,bens industriais,motores. compressores e outros,shul4,811886000,98342000
744904000,502679000,1038173000,152644000,2753333000,778332000,707624000,100.00,novo mercado,22.82,financeiro,exploração de imóveis,syne3,465399000,242225000
33004277000,54436817000,12309470000,815927000,53308650000,8824865000,5660413000,100.00,novo mercado,31.28,utilidade pública,energia elétrica,egie3,27092953000,21432540000
2036004000,3492865000,2778335000,581715000,9115564000,4959877000,243778000,100.00,novo mercado,31.17,saúde,medicamentos e outros produtos,pgmn3,1700639000,1456861000
1661708000,5578434000,4317766000,153719000,14920051000,6926163000,1678690000,100.00,novo mercado,84.74,consumo cíclico,automóveis e motocicletas,mypk3,5595416000,3916726000
10608662000,15910411000,11784306000,1511205000,24914480000,2970923000,1396323000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr4,6698072000,5301749000
1711500000,5432455000,3429756000,350000000,11340162000,6364479000,1907191000,100.00,novo mercado,27.08,consumo não cíclico,alimentos diversos,caml3,5628146000,3720955000
610258000,1218009000,1274569000,126634000,2563359000,1480437000,194378000,100.00,nível 2,59.85,bens industriais,armas e munições,tasa4,802129000,607751000
1343748000,1632001000,1353141000,135322000,3586824000,2521794000,564911000,100.00,novo mercado,43.03,consumo não cíclico,agricultura,soja3,853164000,288253000
2093715000,3248697000,1422134000,239829000,3768111000,1243755000,627105000,100.00,tradicional,44.27,materiais básicos,papel e celulose,rani3,1782087000,1154982000
362807000,847522000,992548000,105774000,2310159000,1889252000,182609000,100.00,novo mercado,54.06,consumo cíclico,incorporações,mtre3,667324000,484715000
798315000,4236092000,1989207000,303541000,7445998000,2616614000,1506471000,100.00,nível 1,31.69,consumo não cíclico,açucar e alcool,jall3,4944248000,3437777000
5303612000,5446428000,2356047000,274656000,3348381000,2284442000,211761000,100.00,novo mercado,35.08,consumo cíclico,calçados,vulc3,354577000,142816000
10816700000,19895355000,8570256000,988880000,31334837000,6556473000,3696420000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup11,12775075000,9078655000
180341000,18293000,306081000,202630000,420928000,242259000,198635000,100.00,nível 1,72.16,consumo cíclico,tecidos. vestuário e calçados,enju3,,198635000
1845348000,1371914000,1127179000,87003000,1620653000,1084743000,492436000,100.00,novo mercado,93.58,tecnologia da informação,programas e serviços,bmob3,19002000,473434000
2753935000,3995905000,1530489000,234178000,3784204000,1224853000,519216000,0.10,novo mercado,72.98,bens industriais,serviços diversos,mils3,1761186000,1241970000
142805475000,183258200000,118706918000,2588720000,274960124000,49985173000,29837143000,0.00,nível 1,97.21,utilidade pública,energia elétrica,elet6,70289868000,40452725000
2205945000,2387641000,1690841000,84909000,4576479000,2307959000,316610000,0.00,novo mercado,62.91,consumo cíclico,incorporações,mdne3,498306000,181696000
2825400000,2151233000,3369258000,353175000,4276434000,1797892000,971918000,0.00,nível 1,45.83,materiais básicos,siderurgia,fesa4,297751000,674167000
296000,397184000,3429785000,29691000,514542000,345337000,29684000,100.00,novo mercado,99.95,consumo cíclico,incorporações,pdgr3,426572000,396888000
76684000,1501574000,2002085000,11162000,5154481000,3036365000,202162000,100.00,novo mercado,99.82,consumo cíclico,incorporações,gfsa3,1627052000,1424890000
4404692000,5374146000,1402852000,82950000,4045501000,1366939000,932773000,100.00,novo mercado,55.82,utilidade pública,água e saneamento,orvr3,1902227000,969454000
1430924000,2180701000,1451793000,333548000,4338669000,1499516000,638213000,100.00,nível 1,28.41,bens industriais,máquinas e equipamentos de construção e agrícolas,matd3,1387990000,749777000
378339879000,378339879000,208547000000,10784548000,2877420000000,2696898000000,32177000000,80.00,nível 1,52.98,financeiro,bancos,itub3,,
1412000000,1614417000,1896158000,200000000,5127147000,3920508000,923312000,100.00,novo mercado,97.15,consumo cíclico,incorporações,even3,1125729000,202417000
1279492000,1858257000,1314456000,128721000,3377912000,952940000,250983000,100.00,novo mercado,40.60,consumo cíclico,serviços educacionais,seer3,829748000,578765000
2677751000,3388701000,1563364000,199534000,3827977000,2833339000,138087000,100.00,novo mercado,37.00,consumo cíclico,incorporações,lavv3,849037000,710950000
1822712000,2449071000,1542863000,364542000,4659040000,994728000,655979000,100.00,nível 1,12.39,consumo cíclico,serviços educacionais,csed3,1282338000,626359000
1301645000,1399267000,642431000,159907000,2445103000,556281000,304768000,100.00,novo mercado,47.07,financeiro,corretoras de seguros,wizc3,402390000,97622000
1556813000,1792220000,1265577000,362049000,2304204000,554638000,317212000,100.00,nível 1,24.96,telecomunicações,telecomunicações,fiqe3,552619000,235407000
710155000,1072395000,340311000,46720000,1429335000,806837000,367896000,100.00,novo mercado,94.42,bens industriais,serviços diversos,prnr3,730136000,362240000
1812311000,4419870000,3163243000,144177000,10129697000,6346581000,1436624000,100.00,novo mercado,99.76,bens industriais,material rodoviário,tupy3,4044183000,2607559000
1566778000,8192277000,1819294000,286431000,12228958000,4527230000,1393970000,100.00,novo mercado,22.06,bens industriais,transporte rodoviário,jslg3,8019469000,6625499000
535750000,1533904000,248654000,140986000,3625763000,1258454000,286666000,100.00,novo mercado,100.00,bens industriais,produtos para construção,ptbl3,1284820000,998154000
1906291000,1906291000,1165009000,226739000,30050215000,27091662000,45774000,100.00,nível 2,24.22,financeiro,bancos,pine4,,
2289066000,2495003000,2266033000,179393000,3470558000,1625863000,297922000,100.00,nível 1,16.55,saúde,serviços médicos. hospitalares. análises e diagnósticos,blau3,503859000,205937000
1235181000,2886677000,1538276000,438007000,4098291000,635960000,350651000,100.00,nível 1,20.04,telecomunicações,telecomunicações,brst3,2002147000,1651496000
1499696000,2750019000,916790000,199959000,2809573000,869810000,301714000,100.00,nível 1,37.82,utilidade pública,água e saneamento,opct3,1552037000,1250323000
438553000,1893656000,2006511000,103188000,5204727000,563356000,190278000,100.00,nível 1,47.14,financeiro,intermediação imobiliária,hbre3,1645381000,1455103000
